date,hr0,hr1,hr2,hr3,hr4,hr5,hr6,hr7,hr8,hr9,hr10,hr11
2011-05-02,18.42,18.42,19.24,20.06,20.059,20.06,19.24,18.419,18.419,17.599,17.599,15.958
2011-05-03,20.879,21.7,21.699,21.7,22.519,21.698,21.698,20.879,20.059,19.239,16.779,15.959
2011-05-04,11.039,11.859,13.499,12.678,13.5,9.4,10.22,10.219,9.399,9.399,8.578,7.759
2011-05-05,14.319,15.139,15.139,15.96,16.78,15.96,15.958,15.139,13.5,13.499,12.68,11.86
2011-05-06,15.959,16.78,17.599,17.599,17.599,16.778,15.14,15.14,14.319,12.68,11.859,11.04
2011-05-07,17.599,17.6,17.6,17.6,17.6,16.779,16.777,15.959,15.96,15.14,15.138,13.499
2011-05-08,17.599,17.599,17.6,17.599,17.599,16.779,16.779,15.959,14.319,14.318,13.5,11.86
2011-05-09,17.599,18.419,18.419,18.419,19.239,18.42,18.418,16.779,15.14,14.319,14.319,13.499
2011-05-10,17.599,18.419,18.419,19.24,20.06,19.238,19.24,17.6,15.139,15.138,14.32,14.32
2011-05-11,17.6,18.42,18.42,19.238,20.059,19.238,18.42,15.96,15.14,15.14,13.499,11.859
2011-05-12,16.779,18.419,18.419,19.24,19.24,19.24,18.419,17.6,17.599,15.96,15.14,15.14
2011-05-13,14.32,14.32,14.319,14.32,14.32,14.32,14.319,14.319,14.319,14.318,14.318,13.499
2011-05-14,14.319,14.319,15.138,15.14,15.139,15.959,15.959,15.139,15.14,15.14,15.14,14.319
2011-05-15,18.42,18.419,19.239,20.059,19.239,15.96,15.959,15.96,15.138,15.14,15.959,15.14
2011-05-16,20.059,20.88,20.879,22.519,17.599,16.779,16.78,16.778,16.78,16.78,15.959,15.96
2011-05-17,15.959,15.96,18.419,18.419,18.42,18.42,17.597,17.6,16.779,15.14,15.14,15.14
2011-05-18,15.959,15.959,16.778,17.6,17.6,17.598,17.6,15.958,15.959,14.32,14.319,14.319
2011-05-19,16.779,16.78,15.139,15.959,16.779,15.958,17.598,16.777,15.138,15.14,13.5,12.68
2011-05-20,17.599,17.6,18.419,17.597,17.6,18.419,17.6,16.778,16.779,15.959,15.14,14.32
2011-05-21,20.059,21.7,22.518,22.52,22.519,22.52,21.699,20.879,18.42,18.42,17.599,16.779
2011-05-22,22.519,20.06,18.419,20.06,20.879,21.7,20.059,20.06,19.239,18.419,17.6,16.779
2011-05-23,20.879,23.339,22.518,22.52,22.52,22.519,21.699,21.699,19.239,19.239,18.419,18.42
2011-05-24,24.16,24.979,24.98,23.339,20.059,21.7,21.699,20.059,20.059,19.239,18.419,20.059
2011-05-25,23.34,23.34,23.34,24.16,23.339,23.339,22.519,21.7,21.699,20.059,20.059,19.24
2011-05-26,24.979,26.619,26.619,26.619,25.799,25.798,25.799,24.979,22.52,22.519,21.699,21.7
2011-05-27,24.159,23.339,24.16,24.979,24.159,23.339,22.52,17.599,18.419,17.599,17.599,16.779
2011-05-28,22.518,22.52,23.339,23.34,24.159,23.339,22.519,21.7,21.698,20.059,20.06,19.238
2011-05-29,21.699,22.519,23.338,23.339,23.339,23.339,22.52,22.519,21.699,20.879,20.06,20.059
2011-05-30,28.259,28.26,29.079,29.08,29.079,28.258,28.26,14.319,24.16,23.34,22.52,21.699
2011-05-31,28.259,29.898,29.9,29.9,29.899,27.439,27.44,24.979,24.979,24.159,23.338,22.52
2011-06-01,28.258,29.9,29.9,29.9,28.259,28.259,26.62,23.339,23.339,23.339,23.339,23.339
2011-06-02,24.159,25.8,24.98,25.8,25.799,24.158,23.339,22.52,21.7,20.06,19.239,18.42
2011-06-03,20.059,20.879,21.7,21.7,22.519,22.518,21.698,20.878,19.239,19.239,18.419,16.779
2011-06-04,21.7,23.34,23.34,23.34,22.519,22.519,23.339,21.698,21.7,20.058,19.239,19.24
2011-06-05,19.238,20.06,21.699,21.7,22.519,23.339,21.7,20.88,20.06,19.24,19.239,18.419
2011-06-06,24.16,24.98,24.98,25.798,24.158,24.98,24.159,22.52,20.879,20.059,20.06,19.239
2011-06-07,25.799,25.799,25.8,26.62,25.799,25.8,24.979,24.159,23.34,22.52,21.7,20.879
2011-06-08,29.079,29.9,30.72,30.72,30.719,30.719,29.9,26.619,25.799,25.8,24.159,24.159
2011-06-09,30.719,29.9,30.718,31.539,30.719,29.9,29.08,27.44,25.799,24.158,23.339,23.34
2011-06-10,27.439,27.439,28.26,27.438,26.62,26.619,25.8,24.98,24.159,24.16,22.52,22.52
2011-06-11,25.799,25.799,26.618,26.62,25.799,23.34,22.52,21.699,20.879,20.06,20.059,20.059
2011-06-12,26.62,24.98,26.618,25.799,20.879,20.88,21.7,21.7,20.059,20.059,19.239,19.238
2011-06-13,20.06,21.7,21.699,21.7,21.699,21.699,21.699,20.059,19.238,19.24,18.42,18.42
2011-06-14,19.239,19.239,19.239,19.24,20.88,19.239,18.419,19.24,17.598,17.599,16.779,15.959
2011-06-15,21.697,23.34,23.339,24.158,24.159,23.34,22.52,21.7,20.06,19.239,18.42,18.42
2011-06-16,22.519,22.519,22.52,21.698,20.06,19.239,19.239,18.42,18.419,18.419,18.419,17.599
2011-06-17,21.699,23.339,24.159,24.98,24.16,24.16,24.159,19.24,19.239,19.24,18.419,18.419
2011-06-18,23.34,24.159,25.8,26.619,24.159,24.159,23.339,23.338,22.519,22.52,22.52,22.52
2011-06-19,23.338,23.339,23.34,23.339,24.158,23.339,23.338,22.519,21.698,20.878,20.06,20.059
2011-06-21,21.7,23.34,24.159,24.979,25.799,24.98,24.16,23.339,23.339,22.519,21.7,21.7
2011-06-22,25.799,26.62,26.618,26.62,26.62,25.799,25.798,25.8,23.339,23.339,22.52,22.52
2011-06-23,24.159,24.16,24.16,24.159,23.34,22.519,22.52,22.52,21.699,21.699,21.7,21.699
2011-06-24,25.799,25.799,24.979,26.619,25.799,24.159,24.159,23.34,22.518,21.7,21.7,20.879
2011-06-25,23.338,23.34,23.34,23.339,24.159,23.339,22.518,22.519,21.7,20.88,20.878,20.059
2011-06-26,23.338,23.339,23.34,23.339,23.339,22.519,22.518,22.519,21.698,21.699,21.699,21.7
2011-06-27,22.519,22.519,22.518,23.339,23.339,23.339,23.34,22.52,21.7,21.699,20.879,20.88
2011-06-28,27.44,27.44,28.259,28.259,28.259,26.62,25.799,23.34,23.338,23.338,21.7,21.7
2011-06-29,24.16,25.8,25.799,26.62,26.619,26.619,25.8,24.16,23.34,22.519,21.7,20.88
2011-06-30,24.159,24.16,24.98,24.98,25.799,24.978,24.16,23.339,23.339,22.518,21.699,20.059
2011-07-01,25.8,25.799,26.618,26.62,26.62,26.619,25.8,24.98,22.519,21.7,21.699,20.879
2011-07-02,26.62,26.62,27.438,28.259,29.078,27.44,26.62,25.799,24.16,23.338,22.52,22.519
2011-07-03,25.798,25.799,26.62,27.439,27.44,25.799,25.798,20.06,20.058,20.059,20.06,19.24
2011-07-04,24.979,24.979,25.8,26.619,26.618,25.798,25.799,24.98,24.16,23.339,23.339,22.52
2011-07-05,25.799,26.619,25.799,26.62,26.62,26.619,25.799,25.799,24.16,24.98,24.16,23.34
2011-07-06,23.34,23.339,24.159,24.16,24.158,24.979,24.16,23.339,22.52,21.698,21.698,20.879
2011-07-07,27.439,28.259,28.259,28.26,28.259,28.26,27.44,26.62,24.16,23.339,23.338,22.518
2011-07-08,24.159,24.979,25.8,25.798,20.879,20.059,20.06,20.059,20.059,20.059,20.059,20.059
2011-07-09,25.8,26.618,27.439,27.44,26.62,27.44,26.62,24.158,24.159,23.34,22.52,22.52
2011-07-10,26.619,25.8,26.619,27.44,27.44,27.439,26.618,25.799,24.159,23.339,23.339,22.518
2011-07-11,27.44,28.26,28.259,28.259,28.26,28.26,28.26,27.44,22.519,21.699,22.52,21.699
2011-07-12,28.259,28.26,29.899,29.9,28.26,29.078,28.259,27.439,26.619,26.619,25.8,24.979
2011-07-13,27.439,26.62,26.62,19.24,20.058,21.699,22.518,21.699,21.699,21.699,20.879,20.06
2011-07-14,23.34,24.159,23.34,24.159,24.16,23.339,22.518,22.518,21.699,20.059,19.239,19.239
2011-07-15,21.7,21.698,21.698,22.519,22.519,23.34,22.52,21.699,21.7,20.059,20.06,19.24
2011-07-16,24.159,24.158,23.337,24.159,24.16,24.159,24.16,23.339,22.52,21.699,21.699,20.88
2011-07-17,24.159,25.8,25.8,26.619,25.8,25.799,25.798,24.159,24.159,23.34,22.519,21.7
2011-07-18,25.798,26.619,26.62,27.439,27.439,27.439,26.62,25.8,24.979,23.34,24.16,23.339
2011-07-19,27.438,28.258,28.258,29.078,29.899,25.8,25.8,24.16,23.338,23.339,23.34,22.52
2011-07-20,26.62,27.439,28.259,28.258,27.438,27.439,27.439,26.62,25.8,25.8,24.978,24.157
2011-07-21,29.078,29.08,29.898,29.9,30.719,30.719,29.899,28.259,27.438,26.618,26.617,25.8
2011-07-22,31.539,31.54,32.36,31.539,29.898,29.079,29.899,28.26,27.439,26.619,27.44,25.799
2011-07-23,30.72,31.539,30.72,31.539,31.54,31.537,30.718,26.618,26.619,26.62,25.8,25.8
2011-07-24,29.9,28.259,28.258,29.9,29.899,29.899,29.079,28.26,27.438,25.8,24.979,24.16
2011-07-25,27.439,23.339,22.519,21.699,21.699,22.519,23.339,23.34,22.517,21.698,21.699,21.699
2011-07-26,27.439,27.438,28.26,29.078,28.258,28.259,27.44,26.62,25.8,24.98,24.159,24.159
2011-07-28,27.44,28.26,27.439,28.259,28.26,27.439,27.44,26.619,25.8,24.98,24.159,24.16
2011-07-29,32.36,31.54,32.36,32.359,32.358,32.36,30.718,29.899,28.259,26.62,25.8,24.979
2011-07-30,27.439,29.079,29.9,29.899,29.9,29.9,29.077,23.339,26.619,25.799,24.979,24.158
2011-07-31,29.9,29.899,29.899,30.719,30.719,30.72,28.259,25.799,25.799,24.98,23.339,23.339
2011-08-01,29.9,29.899,30.719,29.9,29.9,24.159,24.979,23.339,22.519,21.7,21.699,20.879
2011-08-02,28.259,28.259,29.899,29.899,29.9,29.899,28.26,28.259,26.62,25.799,24.98,25.8
2011-08-03,24.16,24.16,24.159,21.7,20.88,21.699,21.699,21.7,21.699,20.879,20.879,20.879
2011-08-04,24.159,24.159,25.8,25.8,24.159,24.159,21.7,21.699,21.698,21.7,20.88,20.059
2011-08-05,24.16,24.979,24.98,24.159,25.799,24.98,24.159,23.339,22.519,21.7,21.7,20.88
2011-08-06,25.799,25.798,26.62,27.439,23.339,23.339,22.519,22.52,22.519,21.699,21.699,21.7
2011-08-07,29.898,29.899,28.259,22.519,22.519,23.339,22.519,22.519,22.52,22.519,21.7,21.7
2011-08-08,26.619,27.439,26.619,27.44,28.26,28.26,27.438,26.62,25.799,24.158,24.16,23.34
2011-08-09,26.618,27.44,28.26,28.257,28.258,25.799,25.798,25.799,25.8,24.98,24.98,24.159
2011-08-10,26.619,26.619,27.438,28.26,28.26,27.439,26.62,25.8,24.159,24.16,23.338,23.339
2011-08-11,24.98,24.159,25.8,25.8,25.799,25.8,24.979,23.339,22.518,21.7,21.699,20.058
2011-08-12,25.799,24.979,25.8,25.798,26.619,26.619,24.157,23.339,22.518,21.699,20.879,20.878
2011-08-13,20.059,23.339,23.339,20.88,21.7,22.519,21.7,20.88,20.88,20.878,20.879,20.06
2011-08-14,21.7,22.519,23.339,23.339,23.339,24.16,23.339,22.52,21.699,17.6,17.6,17.599
2011-08-15,23.34,24.978,23.339,23.34,23.339,23.338,21.699,21.699,20.059,20.06,20.06,19.24
2011-08-16,24.159,24.159,24.159,25.799,25.8,24.16,24.16,23.34,23.338,22.519,21.7,20.06
2011-08-17,25.8,25.8,26.62,25.8,26.619,25.8,24.159,24.159,23.339,22.52,21.7,21.699
2011-08-18,25.799,25.8,26.619,25.8,25.8,25.798,24.16,20.059,20.06,20.88,21.699,21.699
2011-08-19,23.339,24.158,24.98,25.799,25.798,24.16,24.16,18.419,18.419,18.42,17.6,17.599
2011-08-20,23.34,24.16,25.799,25.799,25.799,25.799,24.159,23.339,23.338,22.519,21.699,21.7
2011-08-21,26.619,25.799,21.699,21.7,22.52,22.519,22.52,22.519,21.7,21.699,21.699,21.7
2011-08-22,23.34,23.339,23.34,23.338,23.339,23.339,22.52,21.7,20.059,19.24,19.24,18.418
2011-08-23,21.699,22.52,22.52,22.52,22.519,22.519,22.52,20.06,19.238,18.419,18.419,18.419
2011-08-24,23.34,24.16,24.16,24.158,24.16,24.16,23.339,23.34,22.519,21.699,21.699,20.879
2011-08-25,21.699,21.699,22.52,23.339,22.518,22.518,22.517,20.059,19.239,19.24,18.42,18.42
2011-08-26,24.16,24.979,25.799,25.798,24.979,23.339,23.339,22.519,22.52,22.519,22.519,21.7
2011-08-27,20.06,20.059,19.24,19.24,19.239,19.24,nan,nan,nan,nan,nan,nan
2011-08-28,23.34,24.159,24.979,24.979,25.799,24.16,23.34,22.519,22.519,20.059,19.239,18.42
2011-08-29,20.878,21.699,21.699,21.699,22.52,21.7,20.06,20.059,19.239,19.24,18.419,17.599
2011-08-30,22.519,23.339,23.339,23.339,23.339,22.519,21.7,20.06,20.06,19.237,18.42,18.42
2011-08-31,23.339,23.34,23.34,23.34,23.34,22.52,21.698,27.44,20.059,20.058,19.24,17.599
2011-09-01,22.519,22.519,22.519,22.519,23.339,22.519,22.519,21.697,20.058,20.06,20.06,19.239
2011-09-02,20.06,20.88,21.7,21.698,21.699,20.879,20.879,20.058,19.239,19.239,19.24,19.24
2011-09-03,21.699,21.699,22.52,22.519,22.519,22.52,22.52,21.7,21.699,20.88,20.879,20.059
2011-09-04,24.16,24.98,24.98,24.979,25.8,24.159,24.159,23.338,23.34,22.52,22.519,22.519
2011-09-05,22.519,23.34,23.339,20.879,20.879,20.058,20.06,20.059,20.059,20.059,17.599,15.96
2011-09-06,15.139,15.14,15.14,15.14,15.139,15.139,15.139,15.14,15.139,15.139,15.14,15.139
2011-09-07,15.959,17.599,17.599,18.42,19.239,19.239,19.239,19.238,19.238,19.239,18.42,18.419
2011-09-08,20.06,20.879,21.7,20.06,19.239,19.239,19.238,18.419,18.42,19.239,18.419,18.418
2011-09-10,22.518,23.339,23.34,23.339,23.339,23.339,22.519,21.699,20.059,19.24,19.238,18.42
2011-09-11,21.699,23.34,22.519,23.339,22.519,22.519,20.878,19.24,18.419,19.238,18.418,16.78
2011-09-12,22.52,22.518,23.338,23.34,22.52,22.52,21.7,20.878,20.06,19.24,18.419,18.419
2011-09-13,22.519,23.339,23.338,23.339,23.34,23.339,21.699,20.88,20.06,19.239,19.238,19.24
