date,hr0,hr1,hr2,hr3,hr4,hr5,hr6,hr7,hr8,hr9,hr10,hr11
2011-02-16,11.25,12.871,14.491,14.472,14.451,14.452,11.97,9.492,11.112,10.301,9.501,11.141
2011-02-17,15.22,17.651,20.14,20.151,18.492,19.302,17.68,15.22,15.221,16.841,16.021,14.381
2011-02-19,13.58,13.57,14.38,13.56,13.58,12.781,10.32,9.51,8.69,8.701,7.861,7.021
2011-02-20,7.8,9.441,10.291,10.311,10.281,9.431,9.431,9.433,9.421,8.591,8.561,7.75
2011-02-21,8.59,7.781,8.6,7.771,6.95,6.981,5.33,5.351,5.341,4.542,3.721,3.731
2011-02-22,3.75,4.56,4.561,5.391,4.55,4.583,4.56,3.71,3.691,3.671,2.03,2.03
2011-02-23,6.201,7.81,8.65,9.451,9.45,9.462,8.622,7.781,5.291,5.322,5.34,4.511
2011-02-24,10.201,11.02,11.841,11.81,10.991,10.17,9.361,9.372,9.361,9.36,9.38,8.56
2011-02-25,17.531,17.511,18.331,14.21,8.461,8.461,8.462,7.632,7.65,6.831,6.01,6.021
2011-02-26,8.341,9.16,9.161,10.0,10.001,9.97,9.131,8.331,7.54,6.72,6.73,6.7
2011-02-27,11.79,12.58,13.431,14.221,15.02,12.59,11.761,11.791,11.79,10.96,10.94,10.1
2011-02-28,18.371,14.251,12.602,12.59,12.59,11.752,14.23,13.391,13.42,10.961,9.352,8.5
2011-03-01,7.571,8.422,8.451,9.262,9.233,9.231,8.4,7.561,7.56,5.901,5.1,5.071
2011-03-02,11.601,15.73,16.531,17.32,17.32,15.662,13.992,11.561,9.92,9.101,7.45,5.811
2011-03-03,4.173,4.17,5.011,4.99,5.781,5.8,5.01,3.391,3.381,2.571,3.413,2.592
2011-03-04,8.462,9.291,10.13,10.111,10.131,10.15,9.351,8.561,7.741,7.751,7.721,7.73
2011-03-05,13.38,14.18,14.992,14.15,14.991,15.012,15.031,14.181,13.37,13.36,12.551,13.35
2011-03-06,14.21,14.18,13.34,13.36,10.081,9.251,8.422,7.631,6.811,5.14,4.31,4.29
2011-03-07,7.661,8.51,8.541,9.36,9.38,9.361,8.522,7.7,7.681,6.85,6.012,6.812
2011-03-09,8.551,8.522,9.37,10.2,9.381,9.401,9.401,9.38,8.53,8.551,8.572,9.391
2011-03-10,12.691,12.682,13.51,13.522,12.701,13.541,13.53,13.53,10.261,10.29,9.46,9.43
2011-03-11,9.54,10.36,10.39,9.55,9.54,9.572,8.78,7.952,7.98,8.011,8.0,8.02
2011-03-12,9.63,10.481,12.14,12.931,14.551,14.521,12.883,12.883,12.032,11.21,10.372,11.171
2011-03-13,14.412,14.39,14.4,15.191,14.38,13.56,11.901,10.291,8.63,7.81,7.8,6.192
2011-03-14,11.181,11.18,11.151,11.151,11.971,11.151,10.31,10.33,9.521,9.49,8.661,8.651
2011-03-15,10.262,10.28,11.13,11.141,11.11,10.291,10.301,9.452,9.47,8.64,8.661,8.67
2011-03-17,16.091,16.931,16.11,16.912,16.122,16.1,14.49,13.671,12.83,12.83,12.0,12.851
2011-03-18,18.441,21.721,22.52,23.371,23.341,24.161,23.311,22.481,20.87,20.851,20.871,20.021
2011-03-20,10.23,11.04,11.862,11.891,12.681,11.862,11.041,10.222,10.191,9.351,9.351,9.351
2011-03-21,13.572,16.032,17.66,18.5,17.7,17.73,16.912,19.4,18.571,14.46,14.461,14.461
2011-03-22,14.37,16.04,16.03,16.062,16.06,16.051,15.231,13.591,13.561,12.771,11.922,11.9
2011-03-23,9.341,9.341,10.141,10.961,11.761,11.74,10.921,10.941,10.091,8.452,8.421,8.412
2011-03-25,8.201,8.201,9.84,9.032,9.042,8.19,7.341,7.34,7.34,7.371,6.54,5.7
2011-03-26,7.431,8.22,9.051,9.022,9.003,8.192,8.22,6.58,6.55,5.742,6.53,5.741
2011-03-27,5.66,7.271,8.111,8.111,8.921,8.11,7.321,7.301,6.462,5.651,5.671,5.662
2011-03-28,5.682,7.311,8.13,8.161,8.981,9.011,8.181,7.39,8.231,8.261,7.42,6.631
2011-03-29,9.132,9.15,9.94,10.75,10.722,11.52,9.88,9.062,9.911,9.11,9.1,8.301
2011-03-30,9.081,9.931,9.931,6.671,6.651,5.861,5.871,5.88,5.061,5.03,5.023,5.0
2011-03-31,6.62,7.44,7.47,7.491,7.46,7.482,7.501,7.49,6.66,6.65,6.68,5.86
2011-04-01,9.07,9.911,9.923,9.101,9.121,9.14,9.12,9.101,8.3,8.32,7.521,7.52
2011-04-02,8.311,9.131,8.311,9.132,10.772,10.801,10.771,9.95,9.1,8.281,8.28,8.28
2011-04-03,13.211,13.19,14.011,14.041,14.071,14.042,14.041,12.38,12.371,12.341,11.512,11.491
2011-04-04,21.34,23.001,25.431,26.24,26.252,25.43,24.63,23.781,23.79,23.77,22.972,21.36
2011-04-05,9.091,9.901,9.93,11.561,10.752,12.362,10.69,9.84,9.021,9.041,8.19,7.38
2011-04-06,13.001,13.84,15.501,16.35,17.17,16.361,16.391,15.55,13.912,13.91,13.9,13.87
2011-04-08,10.491,9.652,8.801,8.8,8.001,8.011,8.031,7.2,7.181,7.21,7.211,7.211
2011-04-09,9.8,9.8,9.791,9.803,10.602,10.6,10.611,10.62,10.631,9.811,9.78,10.63
2011-04-10,12.27,13.911,15.531,15.56,16.41,16.392,15.601,15.591,13.941,13.091,13.121,13.921
2011-04-11,19.602,21.25,24.561,25.41,25.401,25.4,24.551,24.53,22.87,22.032,21.211,18.722
2011-04-12,17.952,17.15,15.511,14.691,14.671,13.011,12.99,12.161,12.161,12.16,11.321,11.301
2011-04-13,12.11,12.931,12.14,12.931,13.751,13.74,12.911,12.93,12.931,12.11,12.12,11.3
2011-04-14,17.081,17.921,17.922,19.53,19.541,19.53,17.9,17.07,15.423,13.771,14.611,13.821
2011-04-16,13.921,13.921,16.382,16.351,15.55,15.56,15.55,16.371,13.101,13.1,12.271,13.082
2011-04-18,17.942,17.971,18.771,19.612,19.642,18.842,21.331,18.061,19.7,18.07,16.43,15.6
2011-04-19,17.262,17.291,17.26,17.291,18.111,18.111,17.29,15.651,15.651,15.67,14.851,14.031
2011-04-20,23.82,23.811,25.451,26.28,26.282,25.46,25.43,23.77,22.961,22.15,20.542,19.71
2011-04-21,14.021,14.842,15.67,16.481,16.501,15.662,15.65,14.04,13.231,12.411,12.41,11.613
2011-04-22,9.081,9.111,9.13,9.13,9.131,8.33,8.342,8.35,8.34,7.501,7.51,8.341
2011-04-23,16.521,16.551,19.022,19.841,19.841,19.861,19.021,18.181,17.361,18.212,19.011,17.341
2011-04-24,22.981,23.8,23.831,22.22,25.531,22.24,21.43,19.792,19.771,17.28,17.251,17.24
2011-04-25,22.091,23.73,24.582,25.421,23.782,23.77,22.95,22.161,22.16,20.49,19.68,18.84
2011-04-26,23.791,25.401,24.6,23.812,23.8,22.98,22.96,21.3,21.27,20.47,19.651,19.681
2011-04-27,22.15,21.301,22.951,23.751,23.78,22.141,22.132,20.5,21.33,20.531,20.56,20.54
2011-04-28,20.68,20.663,20.671,22.292,20.65,21.471,21.451,20.641,18.97,18.16,17.341,17.361
2011-04-29,18.27,18.292,19.901,18.281,17.481,16.661,16.66,14.231,15.021,14.171,12.501,13.33
2011-04-30,16.721,17.531,17.561,18.36,19.192,18.35,17.53,17.531,13.43,13.411,13.431,13.422
2011-05-01,15.042,15.89,15.911,15.9,15.93,15.111,14.281,14.263,14.281,14.262,14.291,14.291
2011-05-02,20.87,20.87,21.682,22.491,22.492,22.461,21.641,20.792,20.771,19.92,19.901,18.23
2011-05-03,23.26,24.081,24.072,24.072,24.86,24.06,24.07,23.231,22.383,21.582,19.091,18.261
2011-05-04,13.333,14.181,15.802,14.95,15.77,11.68,12.511,12.54,11.713,11.721,10.931,10.08
2011-05-05,16.581,17.401,17.381,18.17,18.992,18.18,18.19,17.39,15.78,15.812,14.991,14.171
2011-05-06,18.401,19.24,20.041,20.041,20.04,19.251,17.621,17.601,16.772,15.12,14.301,13.49
2011-05-07,20.051,20.041,20.041,20.04,20.04,19.241,19.251,18.451,18.451,17.611,17.591,15.972
2011-05-08,20.09,20.081,20.09,20.081,20.051,19.21,19.2,18.381,16.72,16.691,15.891,14.221
2011-05-09,19.971,20.77,20.771,20.782,21.582,20.762,20.76,19.132,17.521,16.69,16.68,15.841
2011-05-10,19.921,20.711,20.71,21.511,22.361,21.551,21.581,19.941,17.5,17.52,16.732,16.762
2011-05-11,20.13,20.96,20.97,21.791,22.641,21.831,21.032,18.6,17.81,17.811,16.191,14.571
2011-05-12,19.551,21.16,21.18,22.021,22.021,22.012,21.17,20.361,20.381,18.71,17.89,17.861
2011-05-13,17.16,17.16,17.181,17.21,17.211,17.212,17.211,17.24,17.271,17.25,17.271,16.451
2011-05-15,21.221,21.231,22.02,22.81,21.962,18.691,18.662,18.671,17.841,17.87,18.71,17.91
2011-05-16,23.042,23.86,23.861,25.48,20.562,19.74,19.751,19.721,19.721,19.711,18.9,18.901
2011-05-17,18.921,18.9,21.331,21.351,21.351,21.34,20.521,20.521,19.721,18.09,18.08,18.081
2011-05-18,18.901,18.901,19.712,20.511,20.493,20.52,20.502,18.872,18.891,17.28,17.26,17.24
2011-05-19,19.712,19.741,18.071,18.901,19.69,18.851,20.49,19.641,18.031,18.05,16.422,15.621
2011-05-20,20.531,20.56,21.381,20.552,20.561,21.382,20.541,19.722,19.691,18.901,18.1,17.281
2011-05-21,22.862,24.53,25.371,25.402,25.421,25.44,24.652,23.821,21.341,21.311,20.491,19.7
2011-05-22,25.411,22.96,21.32,22.96,23.78,24.592,22.98,22.96,22.16,21.341,20.521,19.67
2011-05-23,23.841,26.281,25.471,25.491,25.51,25.491,24.7,24.721,22.291,22.311,21.471,21.45
2011-05-24,27.171,27.96,27.96,26.341,23.05,24.681,24.701,23.08,23.07,22.261,21.441,23.101
2011-05-25,26.21,26.211,26.182,26.991,26.191,26.181,25.371,24.521,24.551,22.922,22.95,22.13
2011-05-26,27.86,29.48,29.501,29.522,28.7,28.711,28.742,27.95,25.521,25.523,24.711,24.682
2011-05-27,27.071,26.251,27.04,27.84,27.041,26.23,25.431,20.49,21.32,20.532,20.5,19.671
2011-05-28,25.432,25.441,26.24,26.23,27.03,26.221,25.391,24.58,24.59,22.982,22.98,22.141
2011-05-29,24.56,25.38,26.211,26.23,26.26,26.23,25.41,25.43,24.6,23.78,22.94,22.94
2011-05-30,31.21,31.241,32.061,32.051,32.062,31.261,31.25,17.301,27.17,26.341,25.52,24.731
2011-05-31,31.331,33.001,32.972,32.97,32.981,30.53,30.532,28.06,28.051,27.2,26.35,25.55
2011-06-01,31.28,32.92,32.891,32.91,31.27,31.24,29.58,26.271,26.25,26.251,26.26,26.24
2011-06-02,27.001,28.641,27.851,28.671,28.69,27.081,26.29,25.44,24.62,22.951,22.122,21.331
2011-06-03,22.961,23.762,24.61,24.611,25.42,25.431,24.63,23.801,22.16,22.18,21.361,19.72
2011-06-04,24.661,26.3,26.331,26.35,25.501,25.501,26.331,24.711,24.69,23.051,22.221,22.231
2011-06-05,22.361,23.201,24.842,24.811,25.611,26.451,24.842,24.001,23.2,22.402,22.381,21.563
2011-06-06,27.421,28.241,28.271,29.11,27.46,28.28,27.49,25.82,24.181,23.34,23.33,22.481
2011-06-07,29.03,29.031,29.01,29.831,29.031,29.062,28.271,27.431,26.581,25.761,24.961,24.171
2011-06-08,32.381,33.221,34.071,34.071,34.09,34.07,33.26,29.971,29.141,29.121,27.48,27.481
2011-06-09,33.962,33.141,33.95,34.781,33.971,33.15,32.311,30.651,28.991,27.352,26.532,26.52
2011-06-10,30.571,30.56,31.4,30.59,29.771,29.8,28.98,28.191,27.351,27.321,25.71,25.701
2011-06-11,29.072,29.041,29.86,29.85,29.031,26.571,25.751,24.962,24.161,23.311,23.28,23.3
2011-06-12,29.73,28.06,29.71,28.89,23.961,23.96,24.801,24.801,23.14,23.15,22.301,22.31
2011-06-13,23.17,24.802,24.77,24.782,24.81,24.832,24.831,23.221,22.37,22.391,21.54,21.542
2011-06-14,22.471,22.441,22.421,22.391,24.06,22.431,21.63,22.44,20.791,20.761,19.951,19.1
2011-06-15,24.73,26.39,26.401,27.211,27.221,26.391,25.561,24.74,23.081,22.241,21.451,21.481
2011-06-16,25.521,25.521,25.551,24.732,23.091,22.241,22.271,21.431,21.411,21.431,21.43,20.64
2011-06-17,24.74,26.371,27.181,28.021,27.2,27.23,27.25,22.301,22.29,22.312,21.511,21.511
2011-06-18,26.43,27.252,28.91,29.743,27.271,27.261,26.411,26.381,25.562,25.562,25.561,25.571
2011-06-19,26.351,26.37,26.35,26.38,27.211,26.41,26.391,25.552,24.721,23.912,23.11,23.081
2011-06-20,21.511,22.321,23.131,23.131,24.791,24.781,24.751,23.111,23.142,22.322,22.29,21.471
2011-06-21,24.661,26.301,27.102,27.95,28.791,27.99,27.171,26.32,26.341,25.491,24.67,24.671
2011-06-22,28.77,29.6,29.62,29.621,29.61,28.761,28.73,28.7,26.221,26.221,25.391,25.391
2011-06-23,27.031,27.031,27.02,27.011,26.191,25.362,25.332,25.31,24.522,24.511,24.511,24.501
2011-06-24,28.59,28.581,27.761,29.421,28.601,26.99,27.022,26.201,25.351,24.521,24.542,23.721
2011-06-26,26.16,26.15,26.17,26.15,26.181,25.341,25.34,25.37,24.572,24.561,24.571,24.601
2011-06-27,25.391,25.37,25.381,26.2,26.221,26.221,26.191,25.37,24.53,24.531,23.691,23.69
2011-06-29,26.812,28.48,28.49,29.31,29.302,29.3,28.5,26.86,26.061,25.25,24.431,23.591
2011-06-30,26.86,26.87,27.67,27.67,28.47,27.62,26.79,25.981,26.001,25.151,24.331,22.66
2011-07-01,28.402,28.402,29.221,29.2,29.221,29.201,28.4,27.58,25.131,24.281,24.251,23.451
2011-07-02,29.211,29.202,30.052,30.87,31.661,30.051,29.231,28.4,26.761,25.94,25.13,25.101
2011-07-03,28.46,28.47,29.291,30.141,30.152,28.491,28.491,22.721,22.731,22.722,22.711,21.89
2011-07-04,27.71,27.702,28.542,29.38,29.4,28.55,28.521,27.701,26.881,26.031,26.03,25.191
2011-07-05,28.54,29.38,28.581,29.401,29.43,29.411,28.582,28.6,26.981,27.791,26.95,26.161
2011-07-06,26.2,26.191,27.031,27.013,27.0,27.79,26.971,26.141,25.302,24.47,24.462,23.641
2011-07-07,30.231,31.08,31.091,31.111,31.12,31.1,30.251,29.411,26.951,26.11,26.121,25.281
2011-07-08,26.911,27.76,28.611,28.601,23.711,22.9,22.871,22.851,22.85,22.87,22.881,22.881
2011-07-09,28.621,29.451,30.291,30.27,29.461,30.302,29.472,27.03,27.06,26.241,25.43,25.461
2011-07-10,29.441,28.601,29.42,30.271,30.26,30.271,29.472,28.681,27.071,26.251,26.251,25.431
2011-07-11,30.321,31.132,31.13,31.13,31.13,31.151,31.161,30.31,25.401,24.551,25.372,24.521
2011-07-12,31.27,31.3,32.95,32.96,31.32,32.14,31.291,30.45,29.621,29.591,28.8,27.98
2011-07-13,30.44,29.62,29.621,22.21,23.021,24.681,25.522,24.7,24.67,24.662,23.831,23.011
2011-07-14,26.211,27.041,26.221,27.061,27.06,26.23,25.411,25.41,24.622,22.97,22.15,22.162
2011-07-15,24.621,24.622,24.621,25.441,25.472,26.26,25.431,24.641,24.63,23.02,23.04,22.24
2011-07-16,27.191,27.173,26.321,27.151,27.181,27.181,27.201,26.4,25.58,24.761,24.782,23.981
2011-07-17,27.27,28.932,28.931,29.72,28.911,28.91,28.89,27.24,27.22,26.381,25.58,24.79
2011-07-18,28.771,29.591,29.591,30.392,30.412,30.411,29.61,28.792,27.942,26.311,27.112,26.262
2011-07-19,30.46,31.3,31.293,32.082,32.931,28.821,28.82,27.17,26.342,26.361,26.35,25.531
2011-07-20,29.661,30.49,31.31,31.29,30.481,30.471,30.48,29.661,28.81,28.78,27.981,27.132
2011-07-21,31.96,31.992,32.821,32.82,33.651,33.661,32.831,31.19,30.4,29.551,29.531,28.74
2011-07-22,34.421,34.41,35.212,34.361,32.72,31.92,32.76,31.112,30.291,29.443,30.292,28.631
2011-07-23,33.442,34.231,33.441,34.251,34.231,34.221,33.43,29.33,29.31,29.281,28.44,28.442
2011-07-24,32.602,30.971,30.98,32.601,32.622,32.59,31.771,30.951,30.14,28.53,27.701,26.891
2011-07-25,30.07,25.991,25.171,24.37,24.4,25.221,26.041,26.05,25.242,24.421,24.401,24.37
2011-07-26,30.08,30.081,30.89,31.711,30.86,30.851,30.03,29.231,28.411,27.571,26.75,26.751
2011-07-27,29.171,29.991,29.981,30.771,30.78,29.95,29.11,28.271,26.61,25.8,24.991,25.811
2011-07-28,29.85,30.64,29.851,30.66,30.661,29.842,29.861,29.021,28.201,27.401,26.561,26.53
2011-07-29,34.77,33.95,34.772,34.771,34.781,34.76,33.121,32.3,30.65,29.01,28.22,27.401
2011-07-30,29.74,31.412,32.24,32.241,32.251,32.25,31.411,25.67,28.96,28.15,27.351,26.552
2011-07-31,32.34,32.31,32.281,33.071,33.071,33.041,30.55,28.1,28.13,27.34,25.701,25.731
2011-08-01,32.221,32.22,33.041,32.21,32.21,26.49,27.29,25.672,24.831,23.98,23.98,23.17
2011-08-02,30.512,30.51,32.121,32.09,32.082,32.06,30.42,30.45,28.791,27.941,27.132,27.94
2011-08-03,26.32,26.321,26.321,23.882,23.09,23.941,23.971,24.0,24.001,23.16,23.152,23.16
2011-08-04,26.391,26.39,28.02,28.021,26.411,26.431,23.991,23.961,23.941,23.961,23.13,22.29
2011-08-05,26.33,27.15,27.13,26.32,27.971,27.161,26.342,25.53,24.681,23.891,23.9,23.06
2011-08-06,27.961,27.93,28.751,29.552,25.471,25.441,24.621,24.611,24.591,23.771,23.74,23.712
2011-08-07,31.88,31.871,30.231,24.511,24.511,25.311,24.491,24.521,24.52,24.49,23.681,23.65
2011-08-08,28.671,29.46,28.632,29.45,30.241,30.27,29.48,28.661,27.851,26.201,26.17,25.38
2011-08-09,28.622,29.44,30.25,30.251,30.251,27.76,27.791,27.811,27.801,27.001,26.981,26.172
2011-08-10,28.661,28.631,29.421,30.26,30.271,29.471,28.631,27.811,26.181,26.211,25.391,25.381
2011-08-11,27.021,26.21,27.84,27.861,27.842,27.871,27.072,25.41,24.58,23.76,23.751,22.11
2011-08-12,27.72,26.891,27.741,27.771,28.62,28.64,26.19,25.34,24.531,23.71,22.921,22.9
2011-08-13,22.052,25.311,25.331,22.871,23.692,24.492,23.671,22.87,22.891,22.87,22.87,22.081
2011-08-14,23.64,24.471,25.291,25.29,25.301,26.13,25.332,24.532,23.68,19.61,19.61,19.64
2011-08-15,25.481,27.141,25.5,25.48,25.491,25.481,23.871,23.87,22.241,22.23,22.221,21.381
2011-08-16,26.181,26.211,26.211,27.88,27.882,26.251,26.24,25.421,25.41,24.59,23.741,22.101
2011-08-17,27.9,27.931,28.771,27.932,28.73,27.943,26.31,26.321,25.482,24.65,23.831,23.801
2011-08-18,27.921,27.921,28.72,27.872,27.86,27.86,26.23,22.121,22.12,22.951,23.761,23.762
2011-08-19,25.511,26.33,27.18,27.981,27.961,26.32,26.3,20.54,20.552,20.521,19.68,19.651
2011-08-20,25.261,26.101,27.73,27.75,27.721,27.72,26.051,25.222,25.192,24.371,23.531,23.562
2011-08-21,28.512,27.691,23.58,23.551,24.391,24.371,24.351,24.341,23.52,23.541,23.572,23.57
2011-08-22,25.173,25.15,25.161,25.19,25.211,25.211,24.37,23.55,21.911,21.09,21.07,20.281
2011-08-23,23.591,24.41,24.38,24.361,24.36,24.36,24.37,21.88,21.041,20.2,20.21,20.211
2011-08-24,25.081,25.901,25.89,25.872,25.892,25.89,25.041,25.01,24.19,23.34,23.311,22.46
2011-08-25,23.311,23.331,24.15,24.971,24.122,24.13,24.102,21.671,20.851,20.861,20.07,20.04
2011-08-26,25.841,26.63,27.441,27.431,26.59,24.97,25.0,24.16,24.151,24.16,24.171,23.321
2011-08-27,21.711,21.741,20.902,20.881,20.861,20.841,nan,nan,nan,nan,nan,nan
2011-08-28,24.971,25.821,26.65,26.673,27.501,25.861,25.021,24.17,24.191,21.73,20.92,20.07
2011-08-29,22.57,23.421,23.41,23.39,24.211,23.391,21.741,21.74,20.93,20.901,20.081,19.271
2011-08-30,24.242,25.091,25.101,25.102,25.13,24.302,23.501,21.89,21.891,21.07,20.232,20.22
2011-08-31,25.2,25.181,25.18,25.181,25.21,24.402,23.552,29.29,21.891,21.871,21.05,19.42
2011-09-01,24.3,24.301,24.311,24.34,25.17,24.33,24.341,23.55,21.942,21.941,21.94,21.142
2011-09-02,21.902,22.72,23.54,23.541,23.52,22.68,22.662,21.861,21.04,21.05,21.05,21.03
2011-09-03,23.56,23.562,24.36,24.361,24.391,24.41,24.381,23.58,23.57,22.74,22.711,21.89
2011-09-04,25.911,26.761,26.76,26.771,27.58,25.912,25.91,25.062,25.05,24.26,24.241,24.251
2011-09-05,24.321,25.152,25.141,22.661,22.691,21.901,21.9,21.892,21.912,21.92,19.48,17.861
2011-09-06,16.972,17.0,17.032,17.0,16.971,16.971,17.0,17.031,17.04,17.051,17.02,17.04
2011-09-07,17.86,19.5,19.53,20.333,21.14,21.12,21.112,21.112,21.14,21.141,20.29,20.293
2011-09-08,21.911,22.751,23.601,21.931,21.111,21.101,21.1,20.261,20.27,21.09,20.252,20.221
2011-09-09,21.061,23.53,24.371,25.171,25.161,23.551,23.55,21.891,21.101,21.95,20.321,20.321
2011-09-10,24.521,25.34,25.35,25.351,25.33,25.33,24.511,23.68,22.041,21.25,21.251,20.431
2011-09-11,23.772,25.391,24.59,25.412,24.601,24.582,22.921,21.311,20.49,21.301,20.481,18.81
2011-09-12,24.552,24.551,25.402,25.401,24.56,24.561,23.773,22.931,22.091,21.271,20.432,20.401
2011-09-13,24.541,25.391,25.391,25.372,25.371,25.341,23.711,22.872,22.02,21.2,21.2,21.23
2011-09-14,25.332,26.12,26.911,26.901,26.101,26.071,24.46,23.651,24.47,21.981,21.981,21.171
2011-09-15,22.09,21.241,21.251,19.63,17.151,14.701,14.7,13.911,13.911,13.881,13.03,13.01
2011-09-16,16.31,17.1,17.091,17.091,16.291,16.261,16.241,15.4,15.391,15.372,14.551,15.4
2011-09-17,16.171,16.14,16.111,16.09,16.891,16.102,16.131,16.12,16.14,15.291,15.271,13.651
2011-09-18,16.871,17.691,18.511,18.49,17.671,17.69,17.69,16.862,16.86,16.88,16.89,16.86
2011-09-19,18.451,19.301,19.29,19.292,19.31,18.47,17.671,17.67,17.701,17.731,17.701,17.671
2011-09-20,17.732,17.722,18.572,20.221,19.39,19.38,19.381,18.531,17.7,17.72,17.701,17.67
2011-09-21,20.952,21.791,21.801,21.82,21.792,21.77,20.981,20.13,20.121,19.3,20.121,19.271
2011-09-22,21.652,21.65,21.68,22.471,22.471,21.68,20.87,20.871,20.021,20.851,20.021,20.021
2011-09-23,20.041,19.24,19.231,20.05,20.06,19.21,19.19,19.98,19.161,19.16,19.141,18.321
2011-09-24,19.95,20.762,21.57,21.59,20.752,21.58,20.782,19.99,19.99,20.021,20.021,19.171
