date,hr0,hr1,hr2,hr3,hr4,hr5,hr6,hr7,hr8,hr9,hr10,hr11
2011-01-24,1.259,2.078,2.07,2.89,2.86,2.069,2.07,2.07,2.089,2.059,2.09,2.908
2011-01-25,6.98,6.989,8.629,9.469,9.459,8.67,8.668,7.039,6.229,6.25,5.419,5.4
2011-01-26,5.409,5.409,5.389,5.36,5.378,4.57,nan,nan,nan,nan,nan,nan
2011-01-27,nan,nan,nan,nan,5.39,5.369,4.529,4.54,3.739,3.75,3.748,3.729
2011-01-28,3.749,3.75,5.359,4.51,5.329,6.119,6.12,6.13,6.099,5.249,6.08,6.079
2011-01-29,4.459,5.249,5.239,5.24,6.04,6.01,5.19,5.179,3.54,3.519,2.7,2.689
2011-01-31,3.18,2.359,3.179,2.349,2.339,2.36,2.37,8.079,2.349,2.319,2.289,2.3
2011-02-01,3.907,3.94,4.769,5.6,5.599,5.6,5.6,5.61,4.76,4.789,4.808,3.977
2011-02-02,5.729,9.809,11.48,11.49,10.669,10.649,9.799,7.31,5.7,4.9,4.88,4.05
2011-02-03,3.889,3.92,4.77,4.76,4.728,3.91,3.929,3.929,3.899,3.079,3.049,3.838
2011-02-04,5.479,6.3,7.118,7.09,7.92,6.289,5.449,5.44,5.409,5.39,5.369,5.378
2011-02-05,4.569,4.55,4.539,4.549,4.579,5.429,7.069,7.099,7.919,6.26,6.25,6.25
2011-02-06,9.57,9.569,9.569,9.569,9.57,9.589,7.94,7.12,7.11,6.279,6.279,5.44
2011-02-07,8.759,10.38,10.408,11.25,10.429,8.77,9.579,8.76,8.759,8.759,7.12,7.929
2011-02-08,5.46,5.459,4.67,4.689,4.699,4.7,3.87,2.239,2.219,1.379,0.529,0.52
2011-02-09,3.019,2.999,3.84,3.87,3.879,3.859,3.04,1.41,1.41,1.409,2.26,2.249
2011-02-10,2.2,3.029,3.85,3.88,3.878,3.04,2.19,1.34,1.359,1.33,0.49,0.51
2011-02-11,4.638,5.468,7.96,8.78,7.948,7.92,7.069,6.269,4.639,3.789,3.759,2.959
2011-02-12,7.91,7.909,9.549,9.58,9.577,8.77,7.129,7.148,6.329,6.299,5.468,4.62
2011-02-13,10.289,11.138,11.97,11.988,12.779,12.75,11.909,11.939,11.94,11.95,11.919,11.95
2011-02-14,18.52,19.339,20.15,18.51,16.858,14.399,11.909,11.079,10.258,10.249,9.449,8.629
2011-02-15,7.068,8.739,9.578,9.56,9.529,8.708,7.89,7.089,6.279,5.459,5.457,4.64
2011-02-16,11.25,12.869,14.489,14.468,14.449,14.448,11.97,9.488,11.108,10.299,9.499,11.139
2011-02-17,15.22,17.649,20.14,20.149,18.488,19.298,17.68,15.22,15.219,16.839,16.019,14.379
2011-02-18,15.99,20.119,22.55,22.54,22.539,22.519,21.7,20.88,20.08,19.259,17.6,16.77
2011-02-19,13.58,13.57,14.38,13.56,13.58,12.779,10.32,9.51,8.69,8.699,7.859,7.019
2011-02-20,7.8,9.439,10.289,10.309,10.279,9.429,9.429,9.427,9.419,8.589,8.559,7.75
2011-02-21,8.59,7.779,8.6,7.769,6.95,6.979,5.33,5.349,5.339,4.538,3.719,3.729
2011-02-22,3.75,4.56,4.559,5.389,4.55,4.577,4.56,3.71,3.689,3.669,2.03,2.03
2011-02-23,6.199,7.81,8.65,9.449,9.45,9.458,8.618,7.779,5.289,5.318,5.34,4.509
2011-02-24,10.199,11.02,11.839,11.81,10.989,10.17,9.359,9.368,9.359,9.36,9.38,8.56
2011-02-25,17.529,17.509,18.329,14.21,8.459,8.459,8.458,7.628,7.65,6.829,6.01,6.019
2011-02-26,8.339,9.16,9.159,10.0,9.999,9.97,9.129,8.329,7.54,6.72,6.73,6.7
2011-02-27,11.79,12.58,13.429,14.219,15.02,12.59,11.759,11.789,11.79,10.96,10.94,10.1
2011-02-28,18.369,14.249,12.598,12.59,12.59,11.748,14.23,13.389,13.42,10.959,9.348,8.5
2011-03-01,7.569,8.418,8.449,9.258,9.227,9.229,8.4,7.559,7.56,5.899,5.1,5.069
2011-03-02,11.599,15.73,16.529,17.32,17.32,15.658,13.988,11.559,9.92,9.099,7.45,5.809
2011-03-03,4.167,4.17,5.009,4.99,5.779,5.8,5.01,3.389,3.379,2.569,3.407,2.588
2011-03-04,8.458,9.289,10.13,10.109,10.129,10.15,9.349,8.559,7.739,7.749,7.719,7.73
2011-03-05,13.38,14.18,14.988,14.15,14.989,15.008,15.029,14.179,13.37,13.36,12.549,13.35
2011-03-06,14.21,14.18,13.34,13.36,10.079,9.249,8.418,7.629,6.809,5.14,4.31,4.29
2011-03-07,7.659,8.51,8.539,9.36,9.38,9.359,8.518,7.7,7.679,6.85,6.008,6.808
2011-03-08,10.169,11.009,11.009,10.19,10.979,10.179,9.329,9.299,8.499,7.709,7.68,6.84
2011-03-09,8.549,8.518,9.37,10.2,9.379,9.399,9.399,9.38,8.53,8.549,8.568,9.389
2011-03-10,12.689,12.678,13.51,13.518,12.699,13.539,13.53,13.53,10.259,10.29,9.46,9.43
2011-03-11,9.54,10.36,10.39,9.55,9.54,9.568,8.78,7.948,7.98,8.009,8.0,8.02
2011-03-12,9.63,10.479,12.14,12.929,14.549,14.519,12.877,12.877,12.028,11.21,10.368,11.169
2011-03-13,14.408,14.39,14.4,15.189,14.38,13.56,11.899,10.289,8.63,7.81,7.8,6.188
2011-03-14,11.179,11.18,11.149,11.149,11.969,11.149,10.31,10.33,9.519,9.49,8.659,8.649
2011-03-15,10.258,10.28,11.13,11.139,11.11,10.289,10.299,9.448,9.47,8.64,8.659,8.67
2011-03-16,12.009,11.999,12.009,11.978,11.969,13.579,13.58,13.549,12.749,12.748,11.909,11.91
2011-03-17,16.089,16.929,16.11,16.908,16.118,16.1,14.49,13.669,12.83,12.83,12.0,12.849
2011-03-18,18.439,21.719,22.52,23.369,23.339,24.159,23.309,22.479,20.87,20.849,20.869,20.019
2011-03-19,14.347,15.989,16.008,16.008,16.039,15.219,14.41,13.589,12.749,11.919,11.938,11.119
2011-03-20,10.23,11.04,11.858,11.889,12.679,11.858,11.039,10.218,10.189,9.349,9.349,9.349
2011-03-21,13.568,16.028,17.66,18.5,17.7,17.73,16.908,19.4,18.569,14.46,14.459,14.459
2011-03-22,14.37,16.04,16.03,16.058,16.06,16.049,15.229,13.589,13.559,12.769,11.918,11.9
2011-03-23,9.339,9.339,10.139,10.959,11.759,11.74,10.919,10.939,10.089,8.448,8.419,8.408
2011-03-24,7.469,8.298,7.469,7.47,7.489,7.469,7.439,7.409,6.6,5.778,5.809,5.0
2011-03-25,8.199,8.199,9.84,9.028,9.038,8.19,7.339,7.34,7.34,7.369,6.54,5.7
2011-03-26,7.429,8.22,9.049,9.018,8.997,8.188,8.22,6.58,6.55,5.738,6.53,5.739
2011-03-27,5.66,7.269,8.109,8.109,8.919,8.11,7.319,7.299,6.458,5.649,5.669,5.658
2011-03-28,5.678,7.309,8.13,8.159,8.979,9.009,8.179,7.39,8.229,8.259,7.42,6.629
2011-03-29,9.128,9.15,9.94,10.75,10.718,11.52,9.88,9.058,9.909,9.11,9.1,8.299
2011-03-30,9.079,9.929,9.929,6.669,6.649,5.859,5.869,5.88,5.059,5.03,5.017,5.0
2011-03-31,6.62,7.44,7.47,7.489,7.46,7.478,7.499,7.49,6.66,6.65,6.68,5.86
2011-04-01,9.07,9.909,9.917,9.099,9.119,9.14,9.12,9.099,8.3,8.32,7.519,7.52
2011-04-02,8.309,9.129,8.309,9.128,10.768,10.799,10.769,9.95,9.1,8.279,8.28,8.28
2011-04-03,13.209,13.19,14.009,14.039,14.069,14.038,14.039,12.38,12.369,12.339,11.508,11.489
2011-04-04,21.34,22.999,25.429,26.24,26.248,25.43,24.63,23.779,23.79,23.77,22.968,21.36
2011-04-05,9.089,9.899,9.93,11.559,10.748,12.358,10.69,9.84,9.019,9.039,8.19,7.38
2011-04-06,12.999,13.84,15.499,16.35,17.17,16.359,16.389,15.55,13.908,13.91,13.9,13.87
2011-04-07,13.81,16.259,17.899,19.569,19.54,16.259,14.629,13.81,12.989,12.999,11.359,10.529
2011-04-08,10.489,9.648,8.799,8.8,7.999,8.009,8.029,7.2,7.179,7.21,7.209,7.209
2011-04-09,9.8,9.8,9.789,9.797,10.598,10.6,10.609,10.62,10.629,9.809,9.78,10.63
2011-04-10,12.27,13.909,15.529,15.56,16.41,16.388,15.599,15.589,13.939,13.089,13.119,13.919
2011-04-11,19.598,21.25,24.559,25.41,25.399,25.4,24.549,24.53,22.87,22.028,21.209,18.718
2011-04-12,17.948,17.15,15.509,14.689,14.669,13.009,12.99,12.159,12.159,12.16,11.319,11.299
2011-04-13,12.11,12.929,12.14,12.929,13.749,13.74,12.909,12.93,12.929,12.11,12.12,11.3
2011-04-14,17.079,17.919,17.918,19.53,19.539,19.53,17.9,17.07,15.417,13.769,14.609,13.819
2011-04-15,16.279,17.1,17.109,17.098,16.249,15.449,13.8,12.189,11.369,11.4,10.608,9.79
2011-04-16,13.919,13.919,16.378,16.349,15.55,15.56,15.55,16.369,13.099,13.1,12.269,13.078
2011-04-17,13.939,15.589,16.439,17.23,17.229,18.029,18.039,18.04,16.38,15.53,15.509,13.08
2011-04-18,17.938,17.969,18.769,19.608,19.638,18.838,21.329,18.059,19.7,18.07,16.43,15.6
2011-04-19,17.258,17.289,17.26,17.289,18.109,18.109,17.29,15.649,15.649,15.67,14.849,14.029
2011-04-20,23.82,23.809,25.449,26.28,26.278,25.46,25.43,23.77,22.959,22.15,20.538,19.71
2011-04-21,14.019,14.838,15.67,16.479,16.499,15.658,15.65,14.04,13.229,12.409,12.41,11.607
2011-04-22,9.079,9.109,9.13,9.13,9.129,8.33,8.338,8.35,8.34,7.499,7.51,8.339
2011-04-24,22.979,23.8,23.829,22.22,25.529,22.24,21.43,19.788,19.769,17.28,17.249,17.24
2011-04-25,22.089,23.73,24.578,25.419,23.778,23.77,22.95,22.159,22.16,20.49,19.68,18.84
2011-04-26,23.789,25.399,24.6,23.808,23.8,22.98,22.96,21.3,21.27,20.47,19.649,19.679
2011-04-27,22.15,21.299,22.949,23.749,23.78,22.139,22.128,20.5,21.33,20.529,20.56,20.54
2011-04-28,20.68,20.657,20.669,22.288,20.65,21.469,21.449,20.639,18.97,18.16,17.339,17.359
2011-04-29,18.27,18.288,19.899,18.279,17.479,16.659,16.66,14.229,15.019,14.169,12.499,13.33
2011-04-30,16.719,17.529,17.559,18.36,19.188,18.35,17.53,17.529,13.43,13.409,13.429,13.418
2011-05-01,15.038,15.89,15.909,15.9,15.93,15.109,14.279,14.257,14.279,14.258,14.289,14.289
2011-05-02,20.87,20.87,21.678,22.489,22.488,22.459,21.639,20.788,20.769,19.92,19.899,18.23
2011-05-03,23.26,24.079,24.068,24.068,24.86,24.06,24.07,23.229,22.377,21.578,19.089,18.259
2011-05-04,13.327,14.179,15.798,14.95,15.77,11.68,12.509,12.54,11.707,11.719,10.929,10.08
2011-05-05,16.579,17.399,17.379,18.17,18.988,18.18,18.19,17.39,15.78,15.808,14.989,14.169
2011-05-06,18.399,19.24,20.039,20.039,20.04,19.249,17.619,17.599,16.768,15.12,14.299,13.49
2011-05-07,20.049,20.039,20.039,20.04,20.04,19.239,19.249,18.449,18.449,17.609,17.589,15.968
2011-05-08,20.09,20.079,20.09,20.079,20.049,19.21,19.2,18.379,16.72,16.689,15.889,14.219
2011-05-09,19.969,20.77,20.769,20.778,21.578,20.758,20.76,19.128,17.519,16.69,16.68,15.839
2011-05-10,19.919,20.709,20.71,21.509,22.359,21.549,21.579,19.939,17.5,17.52,16.728,16.758
2011-05-11,20.13,20.96,20.97,21.789,22.639,21.829,21.028,18.6,17.81,17.809,16.189,14.569
2011-05-12,19.549,21.16,21.18,22.019,22.019,22.008,21.17,20.359,20.379,18.71,17.89,17.859
2011-05-13,17.16,17.16,17.179,17.21,17.209,17.208,17.209,17.24,17.269,17.25,17.269,16.449
2011-05-14,17.19,17.2,18.0,17.996,18.018,18.82,18.85,18.03,18.029,18.028,18.049,17.21
2011-05-15,21.219,21.229,22.02,22.81,21.958,18.689,18.658,18.669,17.839,17.87,18.71,17.91
2011-05-16,23.038,23.86,23.859,25.48,20.558,19.74,19.749,19.719,19.719,19.709,18.9,18.899
2011-05-17,18.919,18.9,21.329,21.349,21.349,21.34,20.519,20.519,19.719,18.09,18.08,18.079
2011-05-18,18.899,18.899,19.708,20.509,20.487,20.52,20.498,18.868,18.889,17.28,17.26,17.24
2011-05-19,19.708,19.739,18.069,18.899,19.69,18.849,20.49,19.639,18.029,18.05,16.418,15.619
2011-05-20,20.529,20.56,21.379,20.548,20.559,21.378,20.539,19.718,19.689,18.899,18.1,17.279
2011-05-21,22.858,24.53,25.369,25.398,25.419,25.44,24.648,23.819,21.339,21.309,20.489,19.7
2011-05-22,25.409,22.96,21.32,22.96,23.78,24.588,22.98,22.96,22.16,21.339,20.519,19.67
2011-05-23,23.839,26.279,25.469,25.489,25.51,25.489,24.7,24.719,22.289,22.309,21.469,21.45
2011-05-24,27.169,27.96,27.96,26.339,23.05,24.679,24.699,23.08,23.07,22.259,21.439,23.099
2011-05-26,27.86,29.48,29.499,29.518,28.7,28.709,28.738,27.95,25.519,25.517,24.709,24.678
2011-05-27,27.069,26.249,27.04,27.84,27.039,26.23,25.429,20.49,21.32,20.528,20.5,19.669
2011-05-28,25.428,25.439,26.24,26.23,27.03,26.219,25.389,24.58,24.59,22.978,22.98,22.139
2011-05-29,24.56,25.38,26.209,26.23,26.26,26.23,25.41,25.43,24.6,23.78,22.94,22.94
2011-05-30,31.21,31.239,32.059,32.049,32.058,31.259,31.25,17.299,27.17,26.339,25.52,24.729
2011-05-31,31.329,32.999,32.968,32.97,32.979,30.53,30.528,28.06,28.049,27.2,26.35,25.55
2011-06-01,31.28,32.92,32.889,32.91,31.27,31.24,29.58,26.269,26.25,26.249,26.26,26.24
2011-06-02,26.999,28.639,27.849,28.669,28.69,27.079,26.29,25.44,24.62,22.949,22.118,21.329
2011-06-03,22.959,23.758,24.61,24.609,25.42,25.429,24.63,23.799,22.16,22.18,21.359,19.72
2011-06-04,24.659,26.3,26.329,26.35,25.499,25.499,26.329,24.709,24.69,23.049,22.219,22.229
2011-06-06,27.419,28.239,28.269,29.11,27.46,28.28,27.49,25.82,24.179,23.34,23.33,22.479
2011-06-07,29.03,29.029,29.01,29.829,29.029,29.058,28.269,27.429,26.579,25.759,24.959,24.169
2011-06-08,32.379,33.219,34.069,34.069,34.09,34.07,33.26,29.969,29.139,29.119,27.48,27.479
2011-06-09,33.958,33.139,33.95,34.779,33.969,33.15,32.309,30.649,28.989,27.348,26.528,26.52
2011-06-10,30.569,30.56,31.4,30.59,29.769,29.8,28.98,28.189,27.349,27.319,25.71,25.699
2011-06-11,29.068,29.039,29.86,29.85,29.029,26.569,25.749,24.958,24.159,23.309,23.28,23.3
2011-06-12,29.73,28.06,29.71,28.89,23.959,23.96,24.799,24.799,23.14,23.15,22.299,22.31
2011-06-13,23.17,24.798,24.77,24.778,24.81,24.828,24.829,23.219,22.37,22.389,21.54,21.538
2011-06-14,22.469,22.439,22.419,22.389,24.06,22.429,21.63,22.44,20.789,20.759,19.949,19.1
2011-06-15,24.73,26.39,26.399,27.209,27.219,26.389,25.559,24.74,23.079,22.239,21.449,21.479
2011-06-16,25.519,25.519,25.549,24.728,23.089,22.239,22.269,21.429,21.409,21.429,21.43,20.64
2011-06-17,24.74,26.369,27.179,28.019,27.2,27.23,27.25,22.299,22.29,22.308,21.509,21.509
2011-06-18,26.43,27.248,28.91,29.737,27.269,27.259,26.409,26.379,25.558,25.558,25.559,25.569
2011-06-19,26.349,26.37,26.35,26.38,27.209,26.41,26.389,25.548,24.719,23.908,23.11,23.079
2011-06-20,21.509,22.319,23.129,23.129,24.789,24.779,24.749,23.109,23.138,22.318,22.29,21.469
2011-06-21,24.659,26.299,27.098,27.95,28.789,27.99,27.169,26.32,26.339,25.489,24.67,24.669
2011-06-22,28.77,29.6,29.62,29.619,29.61,28.759,28.73,28.7,26.219,26.219,25.389,25.389
2011-06-23,27.029,27.029,27.02,27.009,26.189,25.358,25.328,25.31,24.518,24.509,24.509,24.499
2011-06-24,28.59,28.579,27.759,29.419,28.599,26.99,27.018,26.199,25.349,24.519,24.538,23.719
2011-06-25,26.22,26.198,26.179,26.169,27.018,26.169,25.34,25.317,24.479,23.639,23.659,22.84
2011-06-26,26.16,26.15,26.17,26.15,26.179,25.339,25.34,25.37,24.568,24.559,24.569,24.599
2011-06-28,30.22,30.219,31.048,31.039,31.039,29.37,28.549,26.109,26.08,26.05,24.39,24.42
2011-06-29,26.808,28.48,28.49,29.31,29.298,29.3,28.5,26.86,26.059,25.25,24.429,23.589
2011-06-30,26.86,26.87,27.67,27.67,28.47,27.62,26.79,25.979,25.999,25.149,24.329,22.66
2011-07-01,28.398,28.398,29.219,29.2,29.219,29.199,28.4,27.58,25.129,24.279,24.249,23.449
2011-07-03,28.46,28.47,29.289,30.139,30.148,28.489,28.489,22.719,22.729,22.718,22.709,21.89
2011-07-04,27.71,27.698,28.538,29.38,29.4,28.55,28.519,27.699,26.879,26.029,26.03,25.189
2011-07-05,28.54,29.38,28.579,29.399,29.43,29.409,28.578,28.6,26.979,27.789,26.95,26.159
2011-07-06,26.2,26.189,27.029,27.007,27.0,27.79,26.969,26.139,25.298,24.47,24.458,23.639
2011-07-07,30.229,31.08,31.089,31.109,31.12,31.1,30.249,29.409,26.949,26.11,26.119,25.279
2011-07-08,26.909,27.76,28.609,28.599,23.709,22.9,22.869,22.849,22.85,22.87,22.879,22.879
2011-07-09,28.619,29.449,30.289,30.27,29.459,30.298,29.468,27.03,27.06,26.239,25.43,25.459
2011-07-10,29.439,28.599,29.42,30.269,30.26,30.269,29.468,28.679,27.069,26.249,26.249,25.429
2011-07-11,30.319,31.128,31.13,31.13,31.13,31.149,31.159,30.31,25.399,24.549,25.368,24.519
2011-07-12,31.27,31.3,32.95,32.96,31.32,32.14,31.289,30.45,29.619,29.589,28.8,27.98
2011-07-13,30.44,29.62,29.619,22.21,23.019,24.679,25.518,24.7,24.67,24.658,23.829,23.009
2011-07-14,26.209,27.039,26.219,27.059,27.06,26.23,25.409,25.41,24.618,22.97,22.15,22.158
2011-07-15,24.619,24.618,24.619,25.439,25.468,26.26,25.429,24.639,24.63,23.02,23.04,22.24
2011-07-16,27.189,27.167,26.319,27.149,27.179,27.179,27.199,26.4,25.58,24.759,24.778,23.979
2011-07-17,27.27,28.928,28.929,29.72,28.909,28.91,28.89,27.24,27.22,26.379,25.58,24.79
2011-07-18,28.769,29.589,29.589,30.388,30.408,30.409,29.61,28.788,27.938,26.309,27.108,26.258
2011-07-19,30.46,31.3,31.287,32.078,32.929,28.819,28.82,27.17,26.338,26.359,26.35,25.529
2011-07-20,29.659,30.49,31.31,31.29,30.479,30.469,30.48,29.659,28.81,28.78,27.979,27.128
2011-07-21,31.96,31.988,32.819,32.82,33.649,33.659,32.829,31.19,30.4,29.549,29.529,28.74
2011-07-22,34.419,34.41,35.208,34.359,32.72,31.92,32.76,31.108,30.289,29.437,30.288,28.629
2011-07-23,33.438,34.229,33.439,34.249,34.229,34.219,33.43,29.33,29.31,29.279,28.44,28.438
2011-07-24,32.598,30.969,30.98,32.599,32.618,32.59,31.769,30.949,30.14,28.53,27.699,26.889
2011-07-25,30.07,25.989,25.169,24.37,24.4,25.219,26.039,26.05,25.238,24.419,24.399,24.37
2011-07-26,30.08,30.079,30.89,31.709,30.86,30.849,30.03,29.229,28.409,27.569,26.75,26.749
2011-07-27,29.169,29.989,29.979,30.769,30.78,29.95,29.11,28.269,26.61,25.8,24.989,25.809
2011-07-28,29.85,30.64,29.849,30.66,30.659,29.838,29.859,29.019,28.199,27.399,26.559,26.53
2011-07-29,34.77,33.95,34.768,34.769,34.779,34.76,33.119,32.3,30.65,29.01,28.22,27.399
2011-07-30,29.74,31.408,32.24,32.239,32.249,32.25,31.409,25.67,28.96,28.15,27.349,26.548
2011-07-31,32.34,32.31,32.279,33.069,33.069,33.039,30.55,28.1,28.13,27.34,25.699,25.729
2011-08-01,32.219,32.22,33.039,32.21,32.21,26.49,27.29,25.668,24.829,23.98,23.98,23.17
2011-08-02,30.508,30.51,32.119,32.09,32.078,32.06,30.42,30.45,28.789,27.939,27.128,27.94
2011-08-03,26.32,26.319,26.319,23.878,23.09,23.939,23.969,24.0,23.999,23.16,23.148,23.16
2011-08-04,26.389,26.39,28.02,28.019,26.409,26.429,23.989,23.959,23.939,23.959,23.13,22.29
2011-08-05,26.33,27.15,27.13,26.32,27.969,27.159,26.338,25.53,24.679,23.889,23.9,23.06
2011-08-07,31.88,31.869,30.229,24.509,24.509,25.309,24.489,24.519,24.52,24.49,23.679,23.65
2011-08-08,28.669,29.46,28.628,29.45,30.239,30.27,29.48,28.659,27.849,26.199,26.17,25.38
2011-08-09,28.618,29.44,30.25,30.249,30.249,27.76,27.789,27.809,27.799,26.999,26.979,26.168
2011-08-10,28.659,28.629,29.419,30.26,30.269,29.469,28.629,27.809,26.179,26.209,25.389,25.379
2011-08-11,27.019,26.21,27.84,27.859,27.838,27.869,27.068,25.41,24.58,23.76,23.749,22.11
2011-08-12,27.72,26.889,27.739,27.769,28.62,28.64,26.19,25.34,24.529,23.71,22.919,22.9
2011-08-13,22.048,25.309,25.329,22.869,23.688,24.488,23.669,22.87,22.889,22.87,22.87,22.079
2011-08-14,23.64,24.469,25.289,25.29,25.299,26.13,25.328,24.528,23.68,19.61,19.61,19.64
2011-08-15,25.479,27.139,25.5,25.48,25.489,25.479,23.869,23.87,22.239,22.23,22.219,21.379
2011-08-16,26.179,26.209,26.209,27.88,27.878,26.249,26.24,25.419,25.41,24.59,23.739,22.099
2011-08-17,27.9,27.929,28.769,27.928,28.73,27.937,26.31,26.319,25.478,24.65,23.829,23.799
2011-08-18,27.919,27.919,28.72,27.868,27.86,27.86,26.23,22.119,22.12,22.949,23.759,23.758
2011-08-19,25.509,26.33,27.18,27.979,27.959,26.32,26.3,20.54,20.548,20.519,19.68,19.649
2011-08-20,25.259,26.099,27.73,27.75,27.719,27.72,26.049,25.218,25.188,24.369,23.529,23.558
2011-08-21,28.508,27.689,23.58,23.549,24.389,24.369,24.349,24.339,23.52,23.539,23.568,23.57
2011-08-22,25.167,25.15,25.159,25.19,25.209,25.209,24.37,23.55,21.909,21.09,21.07,20.279
2011-08-23,23.589,24.41,24.38,24.359,24.36,24.36,24.37,21.88,21.039,20.2,20.21,20.209
2011-08-24,25.079,25.899,25.89,25.868,25.888,25.89,25.039,25.01,24.19,23.34,23.309,22.46
2011-08-25,23.309,23.329,24.15,24.969,24.118,24.13,24.098,21.669,20.849,20.859,20.07,20.04
2011-08-26,25.839,26.63,27.439,27.429,26.59,24.97,25.0,24.16,24.149,24.16,24.169,23.319
2011-08-27,21.709,21.739,20.898,20.879,20.859,20.839,nan,nan,nan,nan,nan,nan
2011-08-28,24.969,25.819,26.65,26.667,27.499,25.859,25.019,24.17,24.189,21.73,20.92,20.07
2011-08-29,22.57,23.419,23.41,23.39,24.209,23.389,21.739,21.74,20.93,20.899,20.079,19.269
2011-08-30,24.238,25.089,25.099,25.098,25.13,24.298,23.499,21.89,21.889,21.07,20.228,20.22
2011-08-31,25.2,25.179,25.18,25.179,25.21,24.398,23.548,29.29,21.889,21.869,21.05,19.42
2011-09-01,24.3,24.299,24.309,24.34,25.17,24.33,24.339,23.55,21.938,21.939,21.94,21.138
2011-09-02,21.898,22.72,23.54,23.539,23.52,22.68,22.658,21.859,21.04,21.05,21.05,21.03
2011-09-03,23.56,23.558,24.36,24.359,24.389,24.41,24.379,23.58,23.57,22.74,22.709,21.89
2011-09-04,25.909,26.759,26.76,26.769,27.58,25.908,25.91,25.058,25.05,24.26,24.239,24.249
2011-09-05,24.319,25.148,25.139,22.659,22.689,21.899,21.9,21.888,21.908,21.92,19.48,17.859
2011-09-06,16.968,17.0,17.028,17.0,16.969,16.969,17.0,17.029,17.04,17.049,17.02,17.04
2011-09-07,17.86,19.5,19.53,20.327,21.14,21.12,21.108,21.108,21.14,21.139,20.29,20.287
2011-09-08,21.909,22.749,23.599,21.929,21.109,21.099,21.1,20.259,20.27,21.09,20.248,20.219
2011-09-09,21.059,23.53,24.369,25.169,25.159,23.549,23.55,21.889,21.099,21.95,20.319,20.319
2011-09-10,24.519,25.34,25.35,25.349,25.33,25.33,24.509,23.68,22.039,21.25,21.249,20.429
2011-09-11,23.768,25.389,24.59,25.408,24.599,24.578,22.919,21.309,20.49,21.299,20.479,18.81
2011-09-12,24.548,24.549,25.398,25.399,24.56,24.559,23.767,22.929,22.089,21.269,20.428,20.399
2011-09-13,24.539,25.389,25.389,25.368,25.369,25.339,23.709,22.868,22.02,21.2,21.2,21.23
2011-09-14,25.328,26.12,26.909,26.899,26.099,26.069,24.46,23.649,24.47,21.979,21.979,21.169
2011-09-15,22.09,21.239,21.249,19.63,17.149,14.699,14.7,13.909,13.909,13.879,13.03,13.01
2011-09-16,16.31,17.1,17.089,17.089,16.289,16.259,16.239,15.4,15.389,15.368,14.549,15.4
2011-09-17,16.169,16.14,16.109,16.09,16.889,16.098,16.129,16.12,16.14,15.289,15.269,13.649
2011-09-18,16.869,17.689,18.509,18.49,17.669,17.69,17.69,16.858,16.86,16.88,16.89,16.86
2011-09-19,18.449,19.299,19.29,19.288,19.31,18.47,17.669,17.67,17.699,17.729,17.699,17.669
