date,hr0,hr1,hr2,hr3,hr4,hr5,hr6,hr7,hr8,hr9,hr10,hr11
2011-03-07,1.2,1.2,nan,1.201,1.2,1.201,1.2,1.201,1.202,2.02,2.84,3.661
2011-03-08,3.66,2.84,2.841,2.84,2.02,1.202,1.201,0.38,2.02,3.66,5.3,7.76
2011-03-09,3.661,3.662,3.66,2.842,2.841,2.841,2.84,2.841,2.84,3.661,5.303,6.12
2011-03-10,6.942,6.941,6.94,nan,nan,7.761,7.76,8.581,8.581,9.403,9.401,9.402
2011-03-11,6.94,6.942,6.94,6.12,nan,5.302,3.661,3.66,4.48,5.301,6.121,6.12
2011-03-12,3.662,2.84,2.84,2.841,2.84,2.022,2.022,2.841,3.66,4.481,6.12,6.941
2011-03-13,8.581,7.761,nan,6.941,6.941,7.761,6.94,7.761,9.401,9.401,10.221,11.041
2011-03-14,3.661,3.66,3.661,3.661,nan,2.84,3.661,4.481,5.302,6.12,6.941,7.761
2011-03-15,6.12,5.301,5.302,nan,2.84,2.841,2.021,2.84,3.66,5.301,6.121,6.94
2011-03-16,5.3,5.301,nan,4.481,5.301,5.301,5.3,5.302,6.122,6.12,7.761,7.761
2011-03-17,8.582,7.761,6.941,6.94,6.941,6.12,6.121,6.12,7.761,9.401,11.042,11.041
2011-03-18,10.221,9.401,9.401,7.761,nan,8.581,9.4,9.401,10.221,11.861,14.321,15.141
2011-03-19,17.6,16.78,15.96,15.141,14.321,14.322,11.04,9.402,10.22,10.22,11.042,11.861
2011-03-21,6.941,6.941,6.94,6.94,nan,6.122,6.121,5.3,5.301,6.941,8.58,10.222
2011-03-22,11.86,10.221,11.041,11.04,10.221,9.401,9.4,9.4,9.401,9.4,11.041,11.04
2011-03-23,7.761,6.941,6.94,6.941,nan,6.12,6.94,6.122,6.121,6.12,6.942,6.94
2011-03-24,6.12,5.3,5.301,4.481,4.48,4.48,4.48,3.661,3.662,3.66,3.661,5.3
2011-03-25,2.841,1.203,1.2,1.201,0.381,0.381,0.381,1.2,2.022,2.841,3.66,5.301
2011-03-26,3.662,3.66,2.02,1.201,2.02,1.2,0.381,1.202,2.021,2.841,3.66,4.48
2011-03-27,3.661,2.84,2.02,1.2,0.381,nan,-0.439,-0.439,1.201,2.021,2.021,2.84
2011-03-28,2.02,2.02,2.021,2.021,nan,0.381,0.381,1.2,1.2,2.02,2.841,3.661
2011-03-29,3.66,2.84,2.841,2.842,1.2,2.02,2.02,2.021,2.841,4.48,5.301,6.942
2011-03-30,6.121,6.121,6.121,6.121,6.12,5.301,5.302,6.122,6.121,6.121,6.941,6.94
2011-03-31,2.841,2.841,2.84,2.841,2.84,2.84,2.841,2.842,2.841,3.66,3.66,4.482
2011-04-01,3.66,3.662,3.66,2.842,2.841,2.842,2.841,2.84,3.661,6.121,6.121,6.12
2011-04-02,5.3,3.661,2.84,2.841,2.84,2.84,3.66,3.66,5.301,6.94,7.76,9.4
2011-04-03,5.302,5.301,3.661,5.301,4.48,4.481,4.482,6.122,6.941,7.76,9.401,10.221
2011-04-04,9.4,9.402,8.58,8.581,8.58,9.401,10.22,11.04,11.861,13.501,15.141,17.601
2011-04-05,18.421,18.42,15.14,15.141,13.501,11.86,12.68,12.681,8.581,7.76,6.941,6.121
2011-04-06,5.3,3.661,2.841,3.66,2.841,2.841,2.842,3.661,6.121,7.761,9.402,10.22
2011-04-07,11.863,10.22,10.22,7.76,6.941,6.941,6.121,6.94,7.76,9.401,10.222,11.86
2011-04-08,7.761,6.94,6.941,6.941,6.941,6.12,6.941,6.941,6.941,7.76,7.76,9.401
2011-04-09,5.3,5.302,6.122,5.3,5.3,5.301,5.3,5.302,6.12,6.94,6.941,7.761
2011-04-10,8.581,8.581,8.58,8.582,7.761,7.76,7.761,7.761,8.581,8.58,9.401,9.401
2011-04-11,12.68,11.862,11.861,nan,11.862,11.86,11.861,13.501,14.32,15.961,15.961,17.601
2011-04-12,18.421,18.421,17.601,16.78,15.961,15.14,15.14,15.14,12.681,11.862,13.501,14.321
2011-04-13,9.4,9.4,9.401,9.401,9.401,8.58,8.583,7.76,8.58,8.581,9.401,10.221
2011-04-14,8.581,8.581,7.761,6.942,6.94,6.94,6.941,8.58,10.22,11.86,13.5,14.321
2011-04-15,11.041,11.041,9.401,9.4,8.581,7.761,7.761,9.402,11.04,13.502,13.5,14.321
2011-04-16,7.761,7.761,7.761,7.761,7.76,8.581,9.401,9.4,9.401,9.402,10.22,10.221
2011-04-17,11.042,10.221,9.4,9.401,7.76,7.762,7.76,7.761,8.58,9.401,10.22,11.86
2011-04-18,11.861,11.861,10.22,10.22,9.4,9.4,9.4,11.862,11.86,13.501,14.322,15.142
2011-04-19,13.501,11.86,11.86,12.681,11.86,11.86,12.68,14.321,13.502,14.32,13.501,15.142
2011-04-20,11.041,10.22,10.22,10.221,9.401,9.401,10.221,11.04,18.421,20.06,18.421,18.422
2011-04-21,15.961,14.32,13.5,11.862,11.041,10.22,9.4,10.221,9.4,10.22,10.221,11.041
2011-04-22,7.761,7.76,7.76,7.76,6.94,6.941,6.94,6.941,6.942,6.94,7.761,6.941
2011-04-23,6.122,6.12,6.12,6.121,6.94,6.94,6.941,6.941,7.76,8.581,10.221,11.86
2011-04-24,14.32,13.501,13.5,13.5,13.5,13.503,13.502,13.5,14.321,15.96,17.601,20.062
2011-04-25,14.32,15.141,15.142,13.5,14.321,11.863,13.501,14.322,15.961,17.601,19.241,19.241
2011-04-26,18.42,18.421,15.961,15.141,15.961,15.14,15.96,16.781,16.78,19.241,20.062,20.88
2011-04-27,17.6,17.601,16.781,16.78,15.96,15.96,15.96,16.78,16.781,17.6,18.42,19.24
2011-04-28,19.24,18.421,18.42,19.24,18.422,18.421,19.242,19.242,20.061,18.421,18.42,18.421
2011-04-29,14.32,13.501,11.86,11.861,11.86,11.86,13.5,14.322,15.14,15.142,15.961,17.601
2011-04-30,11.042,11.041,11.04,10.22,10.222,10.221,9.4,9.402,9.401,11.041,12.68,13.5
2011-05-01,10.22,10.22,10.22,9.4,9.4,9.4,9.4,10.221,11.041,11.861,12.68,11.86
2011-05-02,11.861,11.862,11.042,11.042,11.04,11.04,11.042,11.86,12.682,13.5,15.14,16.781
2011-05-03,15.96,15.961,15.96,15.141,14.32,14.321,14.32,15.14,15.962,17.601,19.24,20.061
2011-05-04,14.32,13.5,13.501,10.22,8.581,7.761,6.94,6.94,6.941,6.941,6.941,9.401
2011-05-05,7.761,6.94,6.942,6.942,6.94,6.942,6.942,8.581,10.22,11.861,13.5,14.32
2011-05-06,11.041,9.4,8.582,7.76,7.761,6.94,7.761,9.401,10.222,11.861,15.141,15.141
2011-05-07,10.22,10.221,10.221,10.221,9.402,11.861,10.22,12.68,14.321,15.142,15.961,15.961
2011-05-08,13.5,14.32,12.68,11.86,10.22,11.041,11.041,11.86,14.321,15.961,16.78,16.78
2011-05-09,11.861,11.043,11.041,11.86,10.221,10.22,11.04,12.68,14.321,15.141,15.96,17.601
2011-05-10,12.68,11.86,11.041,11.041,10.22,9.4,10.221,11.04,13.501,14.323,15.962,15.961
2011-05-11,14.323,13.501,14.321,13.5,12.681,11.861,11.861,12.681,12.68,14.322,15.141,15.96
2011-05-12,11.86,11.861,11.041,11.04,10.222,10.22,11.04,11.86,12.681,13.5,15.141,16.781
2011-05-13,14.32,14.32,13.501,13.501,13.5,13.501,13.5,13.501,13.501,13.501,14.321,14.321
2011-05-14,13.5,13.501,13.501,13.501,13.501,13.5,13.5,12.681,13.501,14.321,14.322,14.321
2011-05-15,14.321,14.32,14.32,14.322,14.32,14.321,14.32,14.322,15.141,16.781,16.78,17.6
2011-05-16,14.322,14.321,13.5,13.501,13.5,13.5,14.321,14.32,15.962,17.601,18.42,19.24
2011-05-17,15.962,15.961,15.961,15.141,15.141,14.321,14.321,14.32,14.322,15.14,15.141,15.96
2011-05-18,15.141,15.141,14.321,14.32,14.321,14.32,14.321,15.14,15.961,15.96,15.14,15.141
2011-05-19,14.32,13.501,13.501,12.682,12.68,12.682,13.5,13.501,14.321,15.141,15.141,15.141
2011-05-20,11.86,11.862,11.043,11.041,11.04,11.041,11.861,13.5,15.141,15.14,15.96,16.781
2011-05-21,14.321,14.32,14.32,12.68,11.86,11.861,13.5,15.141,15.96,17.6,18.42,19.24
2011-05-22,15.141,14.32,14.32,13.5,13.5,13.5,14.321,15.14,17.6,18.421,19.241,21.701
2011-05-23,15.96,15.96,15.961,15.141,15.14,15.141,15.141,15.96,17.602,17.601,20.06,20.881
2011-05-24,17.6,17.6,17.6,16.78,17.6,16.78,16.781,19.241,18.421,19.244,21.701,23.34
2011-05-25,17.601,16.78,15.96,15.141,15.14,15.961,15.961,18.421,19.24,20.88,21.701,23.341
2011-05-26,19.24,19.24,18.42,17.6,17.601,17.601,17.6,18.421,20.061,22.521,21.702,23.342
2011-05-27,20.881,21.7,20.88,20.061,19.24,19.24,19.241,19.241,20.061,21.7,22.521,23.341
2011-05-28,16.781,16.78,15.962,15.961,15.961,15.961,16.781,17.6,18.421,19.24,21.702,21.7
2011-05-29,19.242,18.42,18.421,18.421,17.602,17.601,18.42,18.421,18.42,18.42,20.062,20.061
2011-05-30,19.241,19.24,19.241,19.24,18.421,18.42,19.24,19.243,20.061,22.52,25.801,26.621
2011-05-31,21.7,20.881,20.06,19.242,20.06,20.062,20.881,23.344,24.98,25.801,26.622,28.262
2011-06-01,21.701,21.7,21.701,20.881,20.881,20.06,20.881,21.702,22.52,23.34,24.161,26.62
2011-06-02,23.341,22.52,21.702,20.061,20.06,20.06,20.061,21.701,21.701,22.52,22.521,23.341
2011-06-03,18.42,17.601,15.96,15.141,14.32,14.32,15.141,15.14,15.961,16.78,18.42,19.24
2011-06-04,15.961,15.14,15.14,14.32,14.32,13.5,15.142,15.961,17.601,18.422,19.241,20.06
2011-06-05,19.24,19.241,19.24,18.421,18.422,18.42,18.42,17.601,17.6,17.601,18.42,19.24
2011-06-06,18.421,17.6,16.78,16.781,15.961,15.96,16.78,18.422,19.24,21.7,22.52,23.341
2011-06-07,19.24,18.42,17.6,17.601,16.781,16.78,17.6,19.241,20.881,22.521,24.161,24.161
2011-06-08,20.06,20.06,19.24,19.241,18.421,18.422,19.241,20.061,24.161,24.161,26.62,27.442
2011-06-09,23.34,23.341,22.522,22.522,22.521,21.7,22.521,22.52,24.162,27.44,28.26,29.901
2011-06-10,21.701,21.7,20.881,20.88,20.061,20.06,20.061,22.521,23.341,24.16,24.98,26.622
2011-06-11,21.7,21.7,21.701,20.882,20.881,20.881,21.701,22.521,23.34,23.341,23.341,24.16
2011-06-12,20.061,19.24,19.241,19.242,18.421,18.421,18.421,19.242,21.7,22.521,24.162,24.983
2011-06-13,19.241,19.241,18.421,17.6,15.961,15.14,15.141,15.96,16.781,18.421,19.241,20.061
2011-06-14,17.603,17.601,17.6,16.78,15.141,15.14,15.141,15.961,16.78,18.422,18.421,19.24
2011-06-16,17.601,16.78,17.6,15.96,15.961,17.601,16.781,15.961,17.601,18.421,20.06,20.88
2011-06-17,15.96,15.961,15.963,15.961,15.141,15.141,15.96,17.602,17.6,21.7,21.701,20.881
2011-06-18,18.421,18.422,17.602,17.602,17.601,18.421,18.421,19.24,20.062,21.701,22.52,22.52
2011-06-19,21.7,21.7,20.882,20.06,20.061,20.061,20.061,20.06,20.881,20.88,21.7,22.52
2011-06-20,20.061,19.241,19.24,19.24,18.42,18.421,17.6,15.961,15.961,17.601,17.602,17.6
2011-06-21,18.42,18.42,18.421,18.421,17.6,17.6,17.602,17.602,18.421,18.42,19.24,20.06
2011-06-22,20.06,20.061,20.06,20.06,19.24,19.24,20.06,21.701,22.52,22.521,23.34,23.342
2011-06-23,22.521,22.521,22.52,22.521,21.701,22.521,22.52,22.521,23.341,23.341,24.161,24.16
2011-06-24,20.881,20.061,20.06,20.062,20.062,19.24,20.061,20.061,21.701,23.342,25.801,25.8
2011-06-25,20.881,20.062,20.062,19.24,19.241,18.421,19.24,19.241,21.701,22.521,22.521,23.341
2011-06-26,19.241,19.24,18.42,17.6,17.601,17.601,17.6,18.42,19.241,20.06,22.521,22.52
2011-06-27,19.241,18.422,18.421,18.421,17.601,18.421,18.421,19.241,20.06,22.521,22.521,21.701
2011-06-28,20.063,20.061,20.06,20.06,20.062,20.061,20.061,20.88,21.701,23.341,25.801,26.621
2011-06-29,20.88,20.881,20.061,20.061,20.06,19.241,20.061,21.7,21.7,22.521,23.341,24.16
2011-06-30,20.061,19.24,18.42,17.6,16.781,16.78,17.601,18.422,20.88,21.701,22.52,23.342
2011-07-01,20.06,20.062,18.42,19.24,18.422,17.601,18.421,20.06,21.701,23.341,24.162,25.802
2011-07-02,20.881,20.061,19.241,19.241,18.42,16.78,18.421,19.241,20.88,23.341,25.8,25.801
2011-07-03,21.701,21.702,21.7,20.88,20.881,18.42,18.42,19.241,20.882,21.702,23.34,24.161
2011-07-04,19.242,19.241,19.241,19.242,20.061,19.241,19.241,20.06,21.7,22.521,24.16,24.161
2011-07-05,21.701,21.7,20.061,20.061,20.06,20.061,20.06,21.701,22.52,23.341,24.161,24.981
2011-07-06,22.52,21.701,21.701,21.701,20.881,20.882,21.7,22.52,22.521,21.7,21.7,22.521
2011-07-07,20.062,20.06,20.06,19.241,19.24,19.241,19.241,20.061,21.701,23.341,24.981,26.622
2011-07-08,23.341,22.52,21.7,20.881,21.7,20.882,21.7,21.701,22.522,24.161,23.34,23.341
2011-07-09,20.06,19.24,19.242,19.24,19.241,18.42,19.24,20.062,21.7,23.34,24.16,24.981
2011-07-10,21.7,21.701,20.881,20.06,20.061,20.062,19.24,21.7,22.521,23.342,24.161,24.981
2011-07-11,21.701,21.7,21.701,20.881,20.061,20.06,20.882,21.7,23.341,24.98,25.8,26.62
2011-07-12,21.701,21.701,21.701,21.7,21.702,21.702,23.342,24.16,24.161,24.981,26.62,26.622
2011-07-13,24.16,24.162,24.162,23.341,23.34,23.34,23.343,24.16,25.802,26.62,26.62,27.442
2011-07-14,20.062,20.061,19.241,18.421,18.42,17.602,17.601,18.421,19.24,20.882,21.7,22.522
2011-07-15,18.421,18.422,17.603,17.601,17.6,17.601,17.602,19.24,19.24,20.88,20.061,21.701
2011-07-16,18.421,17.6,17.6,17.6,17.6,16.78,17.601,18.42,20.06,21.701,22.521,23.34
2011-07-17,20.06,19.24,19.241,19.241,18.42,19.241,18.421,19.242,20.881,22.521,23.34,24.161
2011-07-18,21.701,21.702,20.061,20.061,19.241,19.241,19.241,20.881,21.701,23.341,24.161,25.801
2011-07-19,23.34,23.34,22.522,22.52,22.521,21.702,22.52,23.341,24.161,25.8,26.621,26.62
2011-07-20,21.701,21.701,21.7,21.701,20.881,20.881,20.881,21.7,23.342,23.341,24.16,25.801
2011-07-21,24.161,23.341,23.341,23.34,22.52,22.52,22.521,23.341,24.161,25.8,26.622,28.26
2011-07-22,26.621,25.8,24.98,24.982,24.16,23.341,24.16,25.801,27.44,28.261,29.901,29.901
2011-07-23,26.62,26.62,26.621,24.98,24.161,24.162,25.8,25.802,27.442,27.441,28.26,29.9
2011-07-24,25.801,24.981,25.8,25.8,24.98,24.981,25.8,25.801,26.621,26.62,28.26,27.44
2011-07-25,24.16,24.162,23.34,23.341,22.52,22.52,22.521,23.341,24.16,25.8,26.622,27.441
2011-07-26,21.701,21.7,20.881,20.88,20.881,20.062,20.881,22.52,23.341,24.161,25.8,26.621
2011-07-27,24.98,24.981,24.161,22.52,22.521,21.701,21.702,22.52,23.34,24.161,24.98,25.8
2011-07-28,21.7,22.521,22.521,22.521,21.701,21.701,21.7,22.521,23.341,24.981,25.801,27.441
2011-07-29,23.341,23.341,23.341,23.34,22.521,22.52,22.521,23.34,24.16,28.261,29.901,30.721
2011-07-30,24.161,24.161,24.16,23.342,22.52,22.521,22.52,24.161,24.98,26.621,26.621,27.44
2011-07-31,24.161,23.341,23.342,23.341,22.52,22.52,23.34,23.341,24.161,25.802,27.44,28.262
2011-08-01,22.522,22.521,21.7,21.701,20.061,20.061,20.061,23.341,25.8,26.622,28.26,29.081
2011-08-02,20.06,20.061,20.88,20.061,20.061,20.061,20.88,22.521,23.341,24.98,26.621,27.441
2011-08-03,25.8,24.981,24.981,24.161,24.16,24.161,22.52,23.34,23.341,23.34,23.34,23.34
2011-08-04,20.88,20.06,20.061,20.061,20.881,20.882,20.882,20.88,21.701,22.521,22.52,23.341
2011-08-05,20.061,19.24,20.06,19.241,19.241,19.241,19.24,20.06,21.701,22.52,23.341,24.161
2011-08-06,20.062,20.061,20.061,20.06,20.06,19.24,19.242,20.881,20.88,23.341,23.34,24.98
2011-08-07,21.7,21.7,21.701,21.701,21.701,21.7,21.702,21.7,22.521,24.16,25.801,26.62
2011-08-08,21.701,20.881,20.06,20.061,20.061,21.701,21.701,22.521,23.341,24.16,25.801,26.62
2011-08-09,22.522,22.521,22.521,22.521,21.7,21.701,22.52,22.521,23.341,24.982,25.801,25.8
2011-08-10,23.341,22.521,22.52,21.702,21.702,20.881,20.88,21.701,23.341,24.161,25.8,25.8
2011-08-11,21.701,21.7,20.06,19.24,19.24,19.241,18.421,20.061,21.702,22.52,23.341,24.16
2011-08-12,19.241,19.24,18.42,18.42,18.422,17.601,18.42,19.24,20.88,22.52,23.34,24.161
2011-08-13,20.882,20.88,20.881,20.062,19.241,19.24,19.241,20.06,21.7,21.7,22.521,23.34
2011-08-14,20.061,19.241,19.24,19.24,19.24,19.242,19.242,20.06,20.06,20.061,21.701,21.701
2011-08-16,19.24,19.242,18.42,18.42,19.242,18.421,18.42,19.241,21.701,20.881,21.7,23.34
2011-08-17,20.062,19.241,20.061,19.242,19.241,19.241,18.422,20.061,21.701,23.34,24.161,24.98
2011-08-18,20.88,20.06,20.06,20.061,19.241,19.241,19.241,19.241,20.06,22.521,23.341,24.161
2011-08-19,20.881,19.241,19.241,19.241,19.241,19.24,19.241,20.06,20.061,21.701,22.52,22.52
2011-08-20,17.601,18.421,18.42,18.422,17.601,17.601,17.601,18.421,20.061,21.7,22.522,22.521
2011-08-21,21.701,20.881,20.88,20.061,20.881,20.061,20.061,20.88,21.701,22.52,23.34,25.801
2011-08-22,20.881,20.88,21.7,21.7,20.88,20.06,20.06,20.061,20.062,20.881,21.702,22.522
2011-08-23,17.601,16.78,15.961,15.962,15.141,15.141,15.142,17.601,18.42,20.061,21.7,21.701
2011-08-24,18.421,17.601,16.78,16.782,15.961,15.962,15.962,17.6,18.421,19.24,21.701,22.52
2011-08-25,20.881,20.88,20.881,20.061,20.061,20.061,20.062,20.881,21.7,22.521,23.34,21.701
2011-08-27,21.702,21.701,21.701,21.7,21.702,21.7,21.7,21.701,21.701,21.701,21.701,20.061
2011-08-28,nan,nan,nan,nan,nan,nan,nan,18.422,18.421,20.061,21.7,21.702
2011-08-29,18.421,17.601,17.6,17.601,15.962,15.96,15.961,17.602,18.42,18.421,20.061,20.061
2011-08-30,15.961,15.961,15.14,15.141,14.321,14.321,15.141,15.961,18.42,20.062,21.701,22.52
2011-08-31,17.6,17.602,15.96,15.961,15.96,15.141,15.142,17.6,18.421,19.242,21.701,22.52
2011-09-01,17.6,17.6,16.782,16.782,15.96,15.96,17.601,17.6,18.42,19.24,20.881,22.52
2011-09-02,19.24,18.421,18.422,17.603,17.6,17.601,17.601,17.602,18.421,18.421,19.241,20.061
2011-09-03,19.24,19.241,19.24,18.421,18.422,18.422,18.421,18.421,19.242,20.061,20.06,20.061
2011-09-04,20.062,20.061,20.063,19.241,19.241,19.242,19.243,20.06,20.061,20.06,21.7,23.34
2011-09-05,21.702,20.881,20.88,20.881,20.88,20.061,20.06,20.061,20.06,20.881,21.7,21.7
2011-09-06,15.14,nan,15.14,15.141,15.141,15.141,15.141,15.141,15.142,15.141,15.14,15.141
2011-09-07,15.143,15.14,15.14,15.961,15.96,15.961,17.6,17.6,18.421,17.602,17.601,17.601
2011-09-08,17.601,18.421,nan,18.42,18.421,18.421,18.42,18.421,18.421,18.421,19.241,19.24
2011-09-09,19.241,18.42,18.42,18.42,18.42,18.423,18.422,18.421,18.42,18.422,18.421,18.42
2011-09-10,18.421,18.421,17.6,16.781,16.78,16.78,16.781,17.601,18.421,19.24,21.701,22.52
2011-09-11,18.42,18.42,18.42,18.421,17.6,17.601,16.782,17.601,19.241,20.061,21.701,21.701
2011-09-12,15.961,15.962,15.961,nan,15.14,15.961,15.96,16.782,17.601,19.24,20.88,21.701
2011-09-13,17.6,16.781,17.601,16.782,15.961,15.96,15.961,16.78,17.6,19.24,20.881,21.701
2011-09-14,18.422,18.42,17.601,17.601,17.6,16.782,16.781,17.601,18.421,19.241,21.701,22.52
