date,hr0,hr1,hr2,hr3,hr4,hr5,hr6,hr7,hr8,hr9,hr10,hr11
2011-01-25,3.66,3.66,5.3,6.12,6.12,5.301,5.301,3.66,2.842,2.843,2.021,2.021
2011-01-26,2.02,2.021,2.02,2.02,2.022,1.2,nan,nan,nan,nan,nan,nan
2011-01-27,nan,nan,nan,nan,2.021,2.021,1.2,1.2,0.38,0.381,0.381,0.38
2011-01-28,0.381,0.382,2.022,1.2,2.022,2.84,2.84,2.841,2.841,2.02,2.841,2.84
2011-01-29,1.201,2.021,2.021,2.022,2.84,2.841,2.02,2.02,0.381,0.382,-0.437,-0.44
2011-01-30,5.301,4.481,4.481,5.301,5.3,5.3,3.66,3.66,3.661,2.841,2.841,2.84
2011-01-31,0.381,-0.44,0.382,-0.44,-0.438,-0.439,-0.438,5.3,-0.439,-0.44,-0.44,-0.44
2011-02-01,1.2,1.2,2.022,2.841,2.84,2.84,2.842,2.84,2.02,2.021,2.021,1.2
2011-02-02,2.84,6.94,8.58,8.582,7.761,7.761,6.941,4.48,2.84,2.021,2.021,1.201
2011-02-03,1.201,1.202,2.02,2.02,2.02,1.2,1.2,1.201,1.2,0.38,0.381,1.2
2011-02-04,2.842,3.662,4.481,4.48,5.302,3.661,2.84,2.842,2.84,2.841,2.84,2.84
2011-02-05,2.022,2.021,2.02,2.022,2.02,2.842,4.48,4.48,5.301,3.661,3.661,3.661
2011-02-06,6.941,6.94,6.94,6.94,6.941,6.94,5.3,4.481,4.48,3.66,3.661,2.841
2011-02-07,6.12,7.761,7.761,8.58,7.762,6.121,6.94,6.12,6.123,6.121,4.48,5.301
2011-02-08,2.841,2.843,2.02,2.021,2.02,2.021,1.2,-0.438,-0.439,-1.259,-2.08,-2.079
2011-02-09,0.381,0.381,1.2,1.2,1.201,1.201,0.382,-1.258,-1.26,-1.26,-0.44,-0.44
2011-02-10,-0.44,0.381,1.201,1.201,1.2,0.38,-0.44,-1.259,-1.26,-1.258,-2.079,-2.08
2011-02-13,7.761,8.58,9.4,9.4,10.22,10.221,9.4,9.401,9.4,9.4,9.4,9.402
2011-02-14,15.961,16.78,17.6,15.961,14.32,11.86,9.401,8.581,7.76,7.761,6.94,6.12
2011-02-15,4.48,6.121,6.941,6.941,6.94,6.121,5.3,4.481,3.66,2.842,2.841,2.021
2011-02-16,8.582,10.221,11.86,11.861,11.86,11.862,9.401,6.941,8.58,7.761,6.942,8.581
2011-02-17,12.681,15.141,17.6,17.601,15.96,16.783,15.141,12.68,12.682,14.32,13.5,11.86
2011-02-18,13.501,17.601,20.06,20.061,20.061,20.061,19.243,18.422,17.601,16.781,15.142,14.32
2011-02-19,11.041,11.04,11.86,11.04,11.04,10.22,7.76,6.941,6.121,6.121,5.3,4.48
2011-02-20,5.3,6.94,7.761,7.76,7.76,6.94,6.94,6.943,6.942,6.121,6.121,5.3
2011-02-21,6.121,5.301,6.121,5.3,4.48,4.481,2.841,2.841,2.842,2.02,1.201,1.202
2011-02-22,1.202,2.02,2.02,2.841,2.021,2.021,2.021,1.201,1.2,1.2,-0.44,-0.439
2011-02-23,3.66,5.3,6.121,6.94,6.942,6.942,6.121,5.3,2.84,2.841,2.84,2.021
2011-02-24,7.76,8.581,9.402,9.4,8.582,7.761,6.941,6.941,6.943,6.94,6.94,6.121
2011-02-25,15.141,15.141,15.96,11.861,6.122,6.121,6.121,5.301,5.3,4.481,3.66,3.66
2011-02-26,6.12,6.941,6.94,7.76,7.761,7.76,6.94,6.12,5.3,4.48,4.481,4.48
2011-02-27,9.402,10.22,11.04,11.862,12.682,10.221,9.401,9.4,9.4,8.58,8.58,7.762
2011-02-28,15.961,11.86,10.22,10.221,10.221,9.401,11.862,11.041,11.042,8.581,6.94,6.12
2011-03-01,5.301,6.121,6.122,6.94,6.94,6.94,6.12,5.301,5.302,3.66,2.84,2.842
2011-03-02,9.401,13.501,14.321,15.141,15.142,13.501,11.86,9.401,7.76,6.941,5.301,3.661
2011-03-04,6.121,6.941,7.76,7.76,7.76,7.761,6.941,6.121,5.3,5.301,5.302,5.301
2011-03-06,11.86,11.86,11.04,11.041,7.76,6.941,6.121,5.301,4.48,2.84,2.02,2.021
2011-03-07,5.3,6.121,6.12,6.94,6.942,6.942,6.121,5.301,5.301,4.481,3.661,4.481
2011-03-08,7.761,8.581,8.581,7.761,8.581,7.761,6.94,6.94,6.122,5.3,5.301,4.481
2011-03-09,6.121,6.12,6.94,7.761,6.94,6.941,6.942,6.94,6.12,6.12,6.121,6.941
2011-03-10,10.222,10.221,11.041,11.041,10.221,11.041,11.041,11.04,7.761,7.761,6.941,6.94
2011-03-11,6.943,7.761,7.76,6.942,6.94,6.94,6.122,5.3,5.301,5.301,5.3,5.301
2011-03-12,6.941,7.761,9.401,10.221,11.86,11.861,10.222,10.221,9.401,8.582,7.761,8.581
2011-03-13,11.861,11.861,11.861,12.682,11.86,11.04,9.4,7.762,6.12,5.302,5.301,3.66
2011-03-14,8.581,8.581,8.581,8.58,9.401,8.58,7.763,7.761,6.941,6.94,6.122,6.12
2011-03-15,7.761,7.761,8.581,8.58,8.581,7.761,7.762,6.94,6.94,6.121,6.12,6.12
2011-03-16,9.401,9.4,9.4,9.401,9.401,11.04,11.04,11.041,10.221,10.22,9.4,9.402
2011-03-17,13.5,14.321,13.501,14.32,13.5,13.501,11.861,11.041,10.22,10.22,9.4,10.22
2011-03-18,15.962,19.24,20.062,20.881,20.881,21.701,20.88,20.061,18.422,18.421,18.421,17.6
2011-03-19,11.86,13.501,13.5,13.501,13.5,12.68,11.861,11.04,10.221,9.401,9.401,8.58
2011-03-21,11.042,13.5,15.142,15.96,15.141,15.141,14.321,16.78,15.961,11.861,11.862,11.86
2011-03-22,11.86,13.502,13.501,13.5,13.5,13.501,12.681,11.04,11.04,10.221,9.4,9.401
2011-03-23,6.941,6.941,7.761,8.581,9.401,9.4,8.581,8.582,7.76,6.121,6.12,6.122
2011-03-25,6.121,6.121,7.761,6.94,6.94,6.122,5.3,5.301,5.301,5.302,4.481,3.66
2011-03-26,5.301,6.121,6.94,6.94,6.94,6.12,6.12,4.481,4.48,3.662,4.48,3.661
2011-03-27,3.662,5.301,6.121,6.12,6.94,6.12,5.303,5.301,4.482,3.661,3.661,3.661
2011-03-28,3.661,5.3,6.12,6.12,6.94,6.94,6.121,5.301,6.12,6.12,5.3,4.481
2011-03-29,6.941,6.94,7.762,8.581,8.581,9.401,7.76,6.941,7.761,6.94,6.94,6.12
2011-03-30,6.94,7.76,7.761,4.481,4.482,3.661,3.661,3.662,2.84,2.841,2.84,2.841
2011-03-31,4.481,5.3,5.301,5.301,5.3,5.301,5.3,5.301,4.481,4.481,4.48,3.661
2011-04-01,6.942,7.761,7.76,6.94,6.94,6.942,6.94,6.94,6.12,6.121,5.301,5.3
2011-04-02,6.12,6.94,6.121,6.94,8.58,8.58,8.581,7.761,6.941,6.121,6.12,6.12
2011-04-03,11.04,11.04,11.86,11.861,11.861,11.861,11.86,10.222,10.22,10.222,9.402,9.4
2011-04-04,19.24,20.88,23.34,24.161,24.161,23.342,22.52,21.701,21.7,21.7,20.881,19.24
2011-04-05,6.94,7.761,7.761,9.402,8.581,10.22,8.583,7.76,6.94,6.94,6.12,5.3
2011-04-06,11.04,11.861,13.501,14.321,15.143,14.321,14.321,13.501,11.861,11.861,11.861,11.86
2011-04-07,11.86,14.32,15.96,17.601,17.6,14.321,12.681,11.86,11.04,11.041,9.4,8.58
2011-04-08,8.58,7.76,6.941,6.942,6.12,6.122,6.121,5.3,5.302,5.301,5.3,5.301
2011-04-09,7.761,7.76,7.762,7.76,8.581,8.581,8.581,8.581,8.58,7.76,7.76,8.581
2011-04-10,10.221,11.86,13.5,13.5,14.322,14.32,13.501,13.501,11.861,11.041,11.042,11.86
2011-04-11,17.6,19.241,22.52,23.341,23.34,23.341,22.52,22.52,20.88,20.06,19.241,16.781
2011-04-12,15.961,15.14,13.5,12.68,12.681,11.042,11.04,10.223,10.22,10.22,9.4,9.403
2011-04-13,10.221,11.041,10.221,11.041,11.861,11.86,11.041,11.041,11.041,10.22,10.22,9.401
2011-04-14,15.14,15.961,15.96,17.6,17.6,17.601,15.961,15.14,13.502,11.861,12.68,11.86
2011-04-15,14.321,15.14,15.14,15.141,14.321,13.5,11.86,10.221,9.401,9.402,8.58,7.761
2011-04-16,11.863,11.86,14.32,14.322,13.501,13.501,13.5,14.321,11.041,11.041,10.22,11.04
2011-04-17,11.86,13.501,14.32,15.141,15.14,15.961,15.961,15.961,14.322,13.501,13.5,11.04
2011-04-18,15.961,15.96,16.78,17.601,17.6,16.782,19.242,15.962,17.601,15.961,14.321,13.501
2011-04-19,15.141,15.14,15.14,15.142,15.96,15.961,15.141,13.501,13.5,13.501,12.681,11.86
2011-04-20,21.701,21.702,23.34,24.161,24.161,23.34,23.34,21.702,20.88,20.06,18.42,17.6
2011-04-21,11.861,12.68,13.501,14.322,14.321,13.503,13.5,11.861,11.041,10.222,10.222,9.401
2011-04-22,6.941,6.941,6.941,6.94,6.941,6.122,6.12,6.121,6.121,5.3,5.302,6.121
2011-04-23,14.32,14.32,16.781,17.602,17.601,17.6,16.781,15.96,15.141,15.961,16.781,15.141
2011-04-24,20.88,21.701,21.701,20.061,23.34,20.06,19.241,17.601,17.6,15.143,15.14,15.141
2011-04-25,20.061,21.701,22.52,23.34,21.701,21.701,20.881,20.06,20.06,18.421,17.601,16.78
2011-04-26,21.7,23.34,22.522,21.7,21.701,20.881,20.881,19.241,19.24,18.42,17.601,17.6
2011-04-27,20.061,19.241,20.881,21.7,21.7,20.061,20.061,18.42,19.241,18.421,18.421,18.42
2011-04-28,18.421,18.421,18.42,20.06,18.421,19.24,19.24,18.421,16.781,15.961,15.141,15.141
2011-04-29,15.961,15.961,17.6,15.96,15.141,14.321,14.32,11.86,12.68,11.861,10.221,11.041
2011-04-30,14.321,15.14,15.141,15.96,16.782,15.96,15.143,15.14,11.04,11.041,11.041,11.042
2011-05-01,12.68,13.501,13.5,13.5,13.501,12.681,11.86,11.861,11.861,11.861,11.861,11.86
2011-05-02,18.42,18.42,19.24,20.06,20.061,20.06,19.24,18.421,18.421,17.601,17.601,15.962
2011-05-03,20.881,21.7,21.701,21.7,22.521,21.702,21.702,20.881,20.061,19.241,16.781,15.961
2011-05-04,11.041,11.861,13.501,12.682,13.5,9.4,10.22,10.221,9.401,9.401,8.582,7.761
2011-05-05,14.321,15.141,15.141,15.96,16.78,15.96,15.962,15.141,13.5,13.501,12.68,11.86
2011-05-06,15.961,16.78,17.601,17.601,17.601,16.782,15.14,15.14,14.321,12.68,11.861,11.04
2011-05-07,17.601,17.6,17.6,17.6,17.6,16.781,16.783,15.961,15.96,15.14,15.142,13.501
2011-05-08,17.601,17.601,17.6,17.601,17.601,16.781,16.781,15.961,14.321,14.322,13.5,11.86
2011-05-09,17.601,18.421,18.421,18.421,19.241,18.42,18.422,16.781,15.14,14.321,14.321,13.501
2011-05-10,17.601,18.421,18.421,19.24,20.06,19.242,19.24,17.6,15.141,15.142,14.32,14.32
2011-05-11,17.6,18.42,18.42,19.242,20.061,19.242,18.42,15.96,15.14,15.14,13.501,11.861
2011-05-12,16.781,18.421,18.421,19.24,19.24,19.24,18.421,17.6,17.601,15.96,15.14,15.14
2011-05-13,14.32,14.32,14.321,14.32,14.32,14.32,14.321,14.321,14.321,14.322,14.322,13.501
2011-05-14,14.321,14.321,15.142,15.14,15.141,15.961,15.961,15.141,15.14,15.14,15.14,14.321
2011-05-15,18.42,18.421,19.241,20.061,19.241,15.96,15.961,15.96,15.142,15.14,15.961,15.14
2011-05-16,20.061,20.88,20.881,22.521,17.601,16.781,16.78,16.782,16.78,16.78,15.961,15.96
2011-05-17,15.961,15.96,18.421,18.421,18.42,18.42,17.603,17.6,16.781,15.14,15.14,15.14
2011-05-18,15.961,15.961,16.782,17.6,17.6,17.602,17.6,15.962,15.961,14.32,14.321,14.321
2011-05-19,16.781,16.78,15.141,15.961,16.781,15.962,17.602,16.783,15.142,15.14,13.5,12.68
2011-05-20,17.601,17.6,18.421,17.603,17.6,18.421,17.6,16.782,16.781,15.961,15.14,14.32
2011-05-21,20.061,21.7,22.522,22.52,22.521,22.52,21.701,20.881,18.42,18.42,17.601,16.781
2011-05-22,22.521,20.06,18.421,20.06,20.881,21.7,20.061,20.06,19.241,18.421,17.6,16.781
2011-05-23,20.881,23.341,22.522,22.52,22.52,22.521,21.701,21.701,19.241,19.241,18.421,18.42
2011-05-24,24.16,24.981,24.98,23.341,20.061,21.7,21.701,20.061,20.061,19.241,18.421,20.061
2011-05-25,23.34,23.34,23.34,24.16,23.341,23.341,22.521,21.7,21.701,20.061,20.061,19.24
2011-05-26,24.981,26.621,26.621,26.621,25.801,25.802,25.801,24.981,22.52,22.521,21.701,21.7
2011-05-27,24.161,23.341,24.16,24.981,24.161,23.341,22.52,17.601,18.421,17.601,17.601,16.781
2011-05-28,22.522,22.52,23.341,23.34,24.161,23.341,22.521,21.7,21.702,20.061,20.06,19.242
2011-05-29,21.701,22.521,23.342,23.341,23.341,23.341,22.52,22.521,21.701,20.881,20.06,20.061
2011-05-30,28.261,28.26,29.081,29.08,29.081,28.262,28.26,14.321,24.16,23.34,22.52,21.701
2011-05-31,28.261,29.902,29.9,29.9,29.901,27.441,27.44,24.981,24.981,24.161,23.342,22.52
2011-06-01,28.262,29.9,29.9,29.9,28.261,28.261,26.62,23.341,23.341,23.341,23.341,23.341
2011-06-02,24.161,25.8,24.98,25.8,25.801,24.162,23.341,22.52,21.7,20.06,19.241,18.42
2011-06-03,20.061,20.881,21.7,21.7,22.521,22.522,21.702,20.882,19.241,19.241,18.421,16.781
2011-06-04,21.7,23.34,23.34,23.34,22.521,22.521,23.341,21.702,21.7,20.062,19.241,19.24
2011-06-05,19.242,20.06,21.701,21.7,22.521,23.341,21.7,20.88,20.06,19.24,19.241,18.421
2011-06-06,24.16,24.98,24.98,25.802,24.162,24.98,24.161,22.52,20.881,20.061,20.06,19.241
2011-06-07,25.801,25.801,25.8,26.62,25.801,25.8,24.981,24.161,23.34,22.52,21.7,20.881
2011-06-08,29.081,29.9,30.72,30.72,30.721,30.721,29.9,26.621,25.801,25.8,24.161,24.161
2011-06-09,30.721,29.9,30.722,31.541,30.721,29.9,29.08,27.44,25.801,24.162,23.341,23.34
2011-06-10,27.441,27.441,28.26,27.442,26.62,26.621,25.8,24.98,24.161,24.16,22.52,22.52
2011-06-11,25.801,25.801,26.622,26.62,25.801,23.34,22.52,21.701,20.881,20.06,20.061,20.061
2011-06-12,26.62,24.98,26.622,25.801,20.881,20.88,21.7,21.7,20.061,20.061,19.241,19.242
2011-06-13,20.06,21.7,21.701,21.7,21.701,21.701,21.701,20.061,19.242,19.24,18.42,18.42
2011-06-14,19.241,19.241,19.241,19.24,20.88,19.241,18.421,19.24,17.602,17.601,16.781,15.961
2011-06-15,21.703,23.34,23.341,24.162,24.161,23.34,22.52,21.7,20.06,19.241,18.42,18.42
2011-06-16,22.521,22.521,22.52,21.702,20.06,19.241,19.241,18.42,18.421,18.421,18.421,17.601
2011-06-17,21.701,23.341,24.161,24.98,24.16,24.16,24.161,19.24,19.241,19.24,18.421,18.421
2011-06-18,23.34,24.161,25.8,26.621,24.161,24.161,23.341,23.342,22.521,22.52,22.52,22.52
2011-06-19,23.342,23.341,23.34,23.341,24.162,23.341,23.342,22.521,21.702,20.882,20.06,20.061
2011-06-20,18.421,19.241,20.06,20.06,21.701,21.702,21.7,20.061,20.062,19.242,19.24,18.421
2011-06-21,21.7,23.34,24.161,24.981,25.801,24.98,24.16,23.341,23.341,22.521,21.7,21.7
2011-06-22,25.801,26.62,26.622,26.62,26.62,25.801,25.802,25.8,23.341,23.341,22.52,22.52
2011-06-23,24.161,24.16,24.16,24.161,23.34,22.521,22.52,22.52,21.701,21.701,21.7,21.701
2011-06-24,25.801,25.801,24.981,26.621,25.801,24.161,24.161,23.34,22.522,21.7,21.7,20.881
2011-06-25,23.342,23.34,23.34,23.341,24.161,23.341,22.522,22.521,21.7,20.88,20.882,20.061
2011-06-26,23.342,23.341,23.34,23.341,23.341,22.521,22.522,22.521,21.702,21.701,21.701,21.7
2011-06-27,22.521,22.521,22.522,23.341,23.341,23.341,23.34,22.52,21.7,21.701,20.881,20.88
2011-06-28,27.44,27.44,28.261,28.261,28.261,26.62,25.801,23.34,23.342,23.342,21.7,21.7
2011-06-29,24.16,25.8,25.801,26.62,26.621,26.621,25.8,24.16,23.34,22.521,21.7,20.88
2011-06-30,24.161,24.16,24.98,24.98,25.801,24.982,24.16,23.341,23.341,22.522,21.701,20.061
2011-07-01,25.8,25.801,26.622,26.62,26.62,26.621,25.8,24.98,22.521,21.7,21.701,20.881
2011-07-02,26.62,26.62,27.442,28.261,29.082,27.44,26.62,25.801,24.16,23.342,22.52,22.521
2011-07-03,25.802,25.801,26.62,27.441,27.44,25.801,25.802,20.06,20.062,20.061,20.06,19.24
2011-07-04,24.981,24.981,25.8,26.621,26.622,25.802,25.801,24.98,24.16,23.341,23.341,22.52
2011-07-05,25.801,26.621,25.801,26.62,26.62,26.621,25.801,25.801,24.16,24.98,24.16,23.34
2011-07-06,23.34,23.341,24.161,24.16,24.162,24.981,24.16,23.341,22.52,21.702,21.702,20.881
2011-07-07,27.441,28.261,28.261,28.26,28.261,28.26,27.44,26.62,24.16,23.341,23.342,22.522
2011-07-08,24.161,24.981,25.8,25.802,20.881,20.061,20.06,20.061,20.061,20.061,20.061,20.061
2011-07-09,25.8,26.622,27.441,27.44,26.62,27.44,26.62,24.162,24.161,23.34,22.52,22.52
2011-07-10,26.621,25.8,26.621,27.44,27.44,27.441,26.622,25.801,24.161,23.341,23.341,22.522
2011-07-11,27.44,28.26,28.261,28.261,28.26,28.26,28.26,27.44,22.521,21.701,22.52,21.701
2011-07-12,28.261,28.26,29.901,29.9,28.26,29.082,28.261,27.441,26.621,26.621,25.8,24.981
2011-07-13,27.441,26.62,26.62,19.24,20.062,21.701,22.522,21.701,21.701,21.701,20.881,20.06
2011-07-14,23.34,24.161,23.34,24.161,24.16,23.341,22.522,22.522,21.701,20.061,19.241,19.241
2011-07-15,21.7,21.702,21.702,22.521,22.521,23.34,22.52,21.701,21.7,20.061,20.06,19.24
2011-07-16,24.161,24.162,23.343,24.161,24.16,24.161,24.16,23.341,22.52,21.701,21.701,20.88
2011-07-17,24.161,25.8,25.8,26.621,25.8,25.801,25.802,24.161,24.161,23.34,22.521,21.7
2011-07-18,25.802,26.621,26.62,27.441,27.441,27.441,26.62,25.8,24.981,23.34,24.16,23.341
2011-07-19,27.442,28.262,28.262,29.082,29.901,25.8,25.8,24.16,23.342,23.341,23.34,22.52
2011-07-20,26.62,27.441,28.261,28.262,27.442,27.441,27.441,26.62,25.8,25.8,24.982,24.163
2011-07-21,29.082,29.08,29.902,29.9,30.721,30.721,29.901,28.261,27.442,26.622,26.623,25.8
2011-07-22,31.541,31.54,32.36,31.541,29.902,29.081,29.901,28.26,27.441,26.621,27.44,25.801
2011-07-23,30.72,31.541,30.72,31.541,31.54,31.543,30.722,26.622,26.621,26.62,25.8,25.8
2011-07-24,29.9,28.261,28.262,29.9,29.901,29.901,29.081,28.26,27.442,25.8,24.981,24.16
2011-07-25,27.441,23.341,22.521,21.701,21.701,22.521,23.341,23.34,22.523,21.702,21.701,21.701
2011-07-26,27.441,27.442,28.26,29.082,28.262,28.261,27.44,26.62,25.8,24.98,24.161,24.161
2011-07-27,26.622,27.44,27.44,28.26,28.26,27.44,26.621,25.8,24.16,23.34,22.521,23.341
2011-07-28,27.44,28.26,27.441,28.261,28.26,27.441,27.44,26.621,25.8,24.98,24.161,24.16
2011-07-29,32.36,31.54,32.36,32.361,32.362,32.36,30.722,29.901,28.261,26.62,25.8,24.981
2011-07-30,27.441,29.081,29.9,29.901,29.9,29.9,29.083,23.341,26.621,25.801,24.981,24.162
2011-07-31,29.9,29.901,29.901,30.721,30.721,30.72,28.261,25.801,25.801,24.98,23.341,23.341
2011-08-01,29.9,29.901,30.721,29.9,29.9,24.161,24.981,23.341,22.521,21.7,21.701,20.881
2011-08-02,28.261,28.261,29.901,29.901,29.9,29.901,28.26,28.261,26.62,25.801,24.98,25.8
2011-08-03,24.16,24.16,24.161,21.7,20.88,21.701,21.701,21.7,21.701,20.881,20.881,20.881
2011-08-04,24.161,24.161,25.8,25.8,24.161,24.161,21.7,21.701,21.702,21.7,20.88,20.061
2011-08-05,24.16,24.981,24.98,24.161,25.801,24.98,24.161,23.341,22.521,21.7,21.7,20.88
2011-08-06,25.801,25.802,26.62,27.441,23.341,23.341,22.521,22.52,22.521,21.701,21.701,21.7
2011-08-07,29.902,29.901,28.261,22.521,22.521,23.341,22.521,22.521,22.52,22.521,21.7,21.7
2011-08-08,26.621,27.441,26.621,27.44,28.26,28.26,27.442,26.62,25.801,24.162,24.16,23.34
2011-08-09,26.622,27.44,28.26,28.263,28.262,25.801,25.802,25.801,25.8,24.98,24.98,24.161
2011-08-10,26.621,26.621,27.442,28.26,28.26,27.441,26.62,25.8,24.161,24.16,23.342,23.341
2011-08-11,24.98,24.161,25.8,25.8,25.801,25.8,24.981,23.341,22.522,21.7,21.701,20.062
2011-08-12,25.801,24.981,25.8,25.802,26.621,26.621,24.163,23.341,22.522,21.701,20.881,20.882
2011-08-13,20.061,23.341,23.341,20.88,21.7,22.521,21.7,20.88,20.88,20.882,20.881,20.06
2011-08-14,21.7,22.521,23.341,23.341,23.341,24.16,23.341,22.52,21.701,17.6,17.6,17.601
2011-08-16,24.161,24.161,24.161,25.801,25.8,24.16,24.16,23.34,23.342,22.521,21.7,20.06
2011-08-17,25.8,25.8,26.62,25.8,26.621,25.8,24.161,24.161,23.341,22.52,21.7,21.701
2011-08-18,25.801,25.8,26.621,25.8,25.8,25.802,24.16,20.061,20.06,20.88,21.701,21.701
2011-08-19,23.341,24.162,24.98,25.801,25.802,24.16,24.16,18.421,18.421,18.42,17.6,17.601
2011-08-20,23.34,24.16,25.801,25.801,25.801,25.801,24.161,23.341,23.342,22.521,21.701,21.7
2011-08-21,26.621,25.801,21.701,21.7,22.52,22.521,22.52,22.521,21.7,21.701,21.701,21.7
2011-08-22,23.34,23.341,23.34,23.342,23.341,23.341,22.52,21.7,20.061,19.24,19.24,18.422
2011-08-23,21.701,22.52,22.52,22.52,22.521,22.521,22.52,20.06,19.242,18.421,18.421,18.421
2011-08-24,23.34,24.16,24.16,24.162,24.16,24.16,23.341,23.34,22.521,21.701,21.701,20.881
2011-08-25,21.701,21.701,22.52,23.341,22.522,22.522,22.523,20.061,19.241,19.24,18.42,18.42
2011-08-27,20.06,20.061,19.24,19.24,19.241,19.24,nan,nan,nan,nan,nan,nan
2011-08-28,23.34,24.161,24.981,24.981,25.801,24.16,23.34,22.521,22.521,20.061,19.241,18.42
2011-08-29,20.882,21.701,21.701,21.701,22.52,21.7,20.06,20.061,19.241,19.24,18.421,17.601
2011-08-30,22.521,23.341,23.341,23.341,23.341,22.521,21.7,20.06,20.06,19.243,18.42,18.42
2011-08-31,23.341,23.34,23.34,23.34,23.34,22.52,21.702,27.44,20.061,20.062,19.24,17.601
2011-09-01,22.521,22.521,22.521,22.521,23.341,22.521,22.521,21.703,20.062,20.06,20.06,19.241
2011-09-02,20.06,20.88,21.7,21.702,21.701,20.881,20.881,20.062,19.241,19.241,19.24,19.24
2011-09-03,21.701,21.701,22.52,22.521,22.521,22.52,22.52,21.7,21.701,20.88,20.881,20.061
2011-09-04,24.16,24.98,24.98,24.981,25.8,24.161,24.161,23.342,23.34,22.52,22.521,22.521
2011-09-05,22.521,23.34,23.341,20.881,20.881,20.062,20.06,20.061,20.061,20.061,17.601,15.96
2011-09-06,15.141,15.14,15.14,15.14,15.141,15.141,15.141,15.14,15.141,15.141,15.14,15.141
2011-09-07,15.961,17.601,17.601,18.42,19.241,19.241,19.241,19.242,19.242,19.241,18.42,18.421
2011-09-08,20.06,20.881,21.7,20.06,19.241,19.241,19.242,18.421,18.42,19.241,18.421,18.422
2011-09-09,19.242,21.701,22.52,23.341,23.34,21.7,21.701,20.061,19.24,20.06,18.422,18.42
2011-09-10,22.522,23.341,23.34,23.341,23.341,23.341,22.521,21.701,20.061,19.24,19.242,18.42
2011-09-11,21.701,23.34,22.521,23.341,22.521,22.521,20.882,19.24,18.421,19.242,18.422,16.78
2011-09-12,22.52,22.522,23.342,23.34,22.52,22.52,21.7,20.882,20.06,19.24,18.421,18.421
2011-09-13,22.521,23.341,23.342,23.341,23.34,23.341,21.701,20.88,20.06,19.241,19.242,19.24
2011-09-14,23.341,24.161,24.98,24.981,24.16,24.161,22.521,21.7,22.52,20.06,20.061,19.243
2011-09-15,20.061,19.24,19.24,17.601,15.142,12.681,12.681,11.86,11.86,11.861,11.043,11.041
2011-09-16,14.321,15.141,15.142,15.14,14.32,14.32,14.32,13.5,13.501,13.501,12.681,13.5
2011-09-17,14.32,14.32,14.321,14.32,15.14,14.321,14.32,14.32,14.32,13.501,13.501,11.862
2011-09-18,15.141,15.961,16.782,16.78,15.961,15.96,15.96,15.141,15.14,15.142,15.142,15.141
